id;titulo;endereco;taxa;Area;quartos;suites;banheiros;vagas;preco;;;;;
1040580118;Apartamento com 3 Quartos à Venda, 98m²;Lagoa Nova, Natal - RN;R$ 500;98;3;2;1;2;R$ 522.000;;;;;
1040581939;Apartamento com 3 Quartos à Venda, 123m²;Rua Jaguarari, 4985 - Candelária, Natal - RN;R$ 550;123;3;3;5;2;R$ 630.000;;;;;
1040582558;Apartamento com 4 Quartos à Venda, 280m²;Rua da Lagosta, 1285 - Ponta Negra, Natal - RN;R$ 1.450;280;4;4;6;4;R$ 950.000;;;;;
1040582752;Apartamento com 2 Quartos à Venda, 64m²;Avenida das Brancas Dunas, 255 - Neópolis, Natal - RN;R$ 340;64;2;1;2;1;R$ 295.000;;;;;
1040586104;Apartamento com 3 Quartos à Venda, 136m²;Rua dos Tororós, 730 - Alecrim, Natal - RN;;136;3,--;3;3;R$ 800.000;;;;;;
1040590229;Apartamento com 3 Quartos à Venda, 280m²;Ponta Negra, Natal - RN;;280;3;4;2;4;R$ 950.000;;;;;
1040591058;Apartamento com 3 Quartos à Venda, 119m²;Rua Monsenhor Honório, 223 - Tirol, Natal - RN;;119;3;3;4;2;R$ 640.000;;;;;
1040591450;Apartamento com 3 Quartos à Venda, 123m²;Rua Jaguarari, 4985 - Candelária, Natal - RN;R$ 550;123;3;3;5;2;R$ 530.000;;;;;
1040591951;Apartamento com 3 Quartos à Venda, 208m²;Rua Desembargador Dionísio Filgueira, 761 - Petrópolis, Natal - RN;R$ 1.600;208;3;3;4;3;R$ 1.200.000;;;;;
1040592336;Apartamento com 3 Quartos à Venda, 120m²;Rua Doutor Paulo Pinto de Abreu, 454 - Lagoa Nova, Natal - RN;R$ 750;120;3;2;4;2;R$ 650.000;;;;;
1040593005;Apartamento com 4 Quartos à Venda, 236m²;Rua Pinto Martins, 310 - Areia Preta, Natal - RN;R$ 2.000;236;4;4;6;4;R$ 1.500.000;;;;;
1040593017;Apartamento com 3 Quartos à Venda, 90m²;Rua Vereador João Alves da Silva Filho, 751 - Tirol, Natal - RN;R$ 450;90;3;1;2;2;R$ 440.000;;;;;
1040593169;Flat com 2 Quartos para Venda/Aluguel 56m²;Ponta Negra, Natal - RN;R$ 950;56;2;--;1;1;R$ 290.000;;;;;
1040593254;Casa com 3 Quartos à Venda, 56m²;Cidade Satelite, Natal - RN;;56;3;1;1;3;R$ 270.000;;;;;
1040596135;Apartamento com 3 Quartos à Venda, 130m²;Rua José Aurino da Rocha - Lagoa Nova, Natal - RN;;130;3;3;4;3;R$ 750.000;;;;;
1040596296;Apartamento com 3 Quartos à Venda, 120m²;Rua Doutor Paulo Pinto de Abreu, 454 - Lagoa Nova, Natal - RN;;120;3;3;4;2;R$ 700.000;;;;;
1040597053;Edifício residencial com  Quarto à Venda, 59m²;Avenida Deputado Antônio Florêncio de Queiroz, 2995 - Ponta Negra, Natal - RN;R$ 363;59;1;1;1;1;R$ 270.000;;;;;
1040597484;Apartamento com 3 Quartos à Venda, 130m²;Rua Apodi, 500 - Tirol, Natal - RN;R$ 750;130;3;2;4;2;R$ 825.000;;;;;
1040606852;Casa com 5 Quartos à Venda, 128m²;Lagoa Nova, Natal - RN;;128;5;1;3;2;R$ 349.000;;;;;
1040607120;Apartamento com 3 Quartos à Venda, 110m²;Lagoa Nova, Natal - RN;;110;3;3;4;2;R$ 680.000;;;;;
1040609816;Apartamento com 2 Quartos à Venda, 46m²;Ponta Negra, Natal - RN;R$ 234;46;2;--;1;1;R$ 180.000;;;;;
1040611867;Casa de condomínio com 4 Quartos à Venda, 400m²;Rua Raimundo Chaves, 1652 - Lagoa Nova, Natal - RN;R$ 750;400;4;4;4;2;R$ 1.500.000;;;;;
1040611890;Apartamento com 3 Quartos à Venda, 144m²;Rua José de Alencar, 878 - Cidade Alta, Natal - RN;R$ 650;144;3;3;3;2;R$ 550.000;;;;;
1040619023;Casa com 4 Quartos à Venda, 390m²;Tirol, Natal - RN;;390;4;2;4;2;R$ 800.000;;;;;
1040619029;Casa de condomínio com 3 Quartos à Venda, 314m²;Neópolis, Natal - RN;R$ 740;314;3;3;3;4;R$ 990.000;;;;;
1040619031;Apartamento com 4 Quartos à Venda, 289m²;Candelária, Natal - RN;;289;4;4;6;3;R$ 850.000;;;;;
1040619041;Casa com 3 Quartos à Venda, 268m²;Capim Macio, Natal - RN;;268;3;3;3;4;R$ 700.000;;;;;
1040622933;Apartamento com 3 Quartos à Venda, 136m²;Rua Antídio de Azevedo, 1905 - Lagoa Nova, Natal - RN;R$ 850;136;3;3;5;3;R$ 830.000;;;;;
1040630278;Casa de condomínio com 5 Quartos à Venda, 549m²;Rua Nelson Geraldo Freire - Lagoa Nova, Natal - RN;;549;5;5,7;4;R$ 2.500.000;;;;;;
1040630315;Casa de condomínio com 4 Quartos à Venda, 450m²;Rua Raimundo Chaves - Candelária, Natal - RN;;450;4;4;6;3;R$ 2.600.000;;;;;
1040630405;Casa de condomínio com 4 Quartos à Venda, 871m²;Rua Jaguarari - Candelária, Natal - RN;;871;4;2;5;4;R$ 3.200.000;;;;;
1040635074;Apartamento com 3 Quartos à Venda, 90m²;Tirol, Natal - RN;R$ 810;90;3;1;1;2;R$ 500.000;;;;;
1040635075;Apartamento com 3 Quartos à Venda, 90m²;Tirol, Natal - RN;R$ 810;90;3;1;1;2;R$ 530.000;;;;;
1040635077;Apartamento com 4 Quartos à Venda, 270m²;Lagoa Nova, Natal - RN;R$ 950;270;4;3;1;2;R$ 500.000;;;;;
1040635079;Casa com 6 Quartos à Venda, 560m²;Capim Macio, Natal - RN;;560;6;4;1;9;R$ 2.300.000;;;;;
1040640503;Apartamento com 2 Quartos à Venda, 54m²;Avenida Vinte e Cinco de Dezembro - Praia do Meio, Natal - RN;;54;2;--;2;1;R$ 108.000;;;;;
1040650118;Imóvel comercial com 3 Quartos à Venda, 1200m²;Tirol, Natal - RN;;1200;3,--;--;--;R$ 2.900.000;;;;;;
1040650466;Apartamento com 4 Quartos para Venda/Aluguel 210m²;Tirol, Natal - RN;;210;4;2;3;2;R$ 740.000;;;;;
1040662745;Flat com 2 Quartos à Venda, 92m²;Areia Preta, Natal - RN;R$ 1.474,92;2;1;2;--;R$ 250.000;;;;;;
1040702496;Apartamento com 3 Quartos à Venda, 113m²;Avenida Amintas Barros, 3735 - Nova Descoberta, Natal - RN;R$ 800;113;3;3;4;2;R$ 585.000;;;;;
1040704254;Apartamento com 3 Quartos à Venda, 110m²;Tirol, Natal - RN;R$ 850;110;3,--;1;2;R$ 440.000;;;;;;
1040705159;Casa com 3 Quartos à Venda, 200m²;Avenida Almirante Alexandrino de Alencar, 1266 - Tirol, Natal - RN;;200;3;3;3;2;R$ 272.000;;;;;
1040713795;Apartamento com 3 Quartos à Venda;Lagoa Nova, Natal - RN;R$ 1.700;--;3;3;4;3;R$ 580.000;;;;;
1040734574;Apartamento com 4 Quartos à Venda, 136m²;Rua dos Tororós - Alecrim, Natal - RN;;136;4;3;4;3;R$ 825.000;;;;;
1040734903;Apartamento com 3 Quartos à Venda, 119m²;Rua Monsenhor Honório - Tirol, Natal - RN;;119;3;3;4;2;R$ 640.000;;;;;
1040734936;Apartamento com 3 Quartos à Venda, 132m²;Rua Doutor Rômulo Jorge - Lagoa Nova, Natal - RN;;132;3;3;4;3;R$ 689.000;;;;;
1040735005;Apartamento com 3 Quartos à Venda, 180m²;Rua Ana Néri - Petrópolis, Natal - RN;;180;3;3;5;3;R$ 850.000;;;;;
1040735121;Cobertura com 4 Quartos à Venda, 310m²;Rua Capitão Abdon Nunes - Tirol, Natal - RN;;310;4;4;6;2;R$ 1.750.000;;;;;
1040736333;Apartamento com 2 Quartos à Venda, 76m²;Rua Governador Juvenal Lamartine, 981 - Tirol, Natal - RN;R$ 550;76;2;1;2;1;R$ 210.000;;;;;
1040737038;Casa com 2 Quartos à Venda, 65m²;Potengi, Natal - RN;;65;2;--;1;1;R$ 170.000;;;;;
1040737206;Apartamento com 4 Quartos à Venda, 220m²;Rua Ceará Mirim, 389 - Tirol, Natal - RN;R$ 900;220;4;4;6;4;R$ 1.470.000;;;;;
1040740846;Apartamento com 3 Quartos à Venda, 93m²;Rua Barão do Curumataú, 2224 - Lagoa Nova, Natal - RN;R$ 1.100;93;3;1;3;2;R$ 250.000;;;;;
1040742873;Apartamento com 3 Quartos à Venda, 117m²;Rua Jornalista Francisco Sinedino, 379 - Lagoa Nova, Natal - RN;R$ 550;117;3;3;4;2;R$ 600.000;;;;;
1040744868;Casa com 4 Quartos à Venda, 180m²;Rua Pirapora, 4723 - Neópolis, Natal - RN;;180;4;2;4;4;R$ 330.000;;;;;
1040750310;Imóvel comercial com 5 Quartos à Venda, 220m²;Barro Vermelho, Natal - RN;;220;5,--;2;2;R$ 280.000;;;;;;
1040752457;Apartamento com 3 Quartos à Venda, 117m²;Rua Jornalista Francisco Sinedino, 379 - Lagoa Nova, Natal - RN;R$ 550;117;3;3;4;2;R$ 600.000;;;;;
1040763850;Casa com 5 Quartos à Venda, 254m²;Capim Macio, Natal - RN;;254;5;4;1;3;R$ 649.900;;;;;
1040773305;Apartamento    à Venda, 190m²;Avenida Nascimento de Castro - Lagoa Nova, Natal - RN;;190;--;--;--;--;R$ 650.000;;;;;
1040774033;Apartamento com 2 Quartos à Venda, 55m²;Rua Monsenhor José Paulino, 1061 - Tirol, Natal - RN;R$ 450;55;2;1;2;1;R$ 250.000;;;;;
1040775027;Apartamento com 3 Quartos à Venda, 142m²;Rua Meira Brandão - Barro Vermelho, Natal - RN;R$ 900;142;3;3;5;2;R$ 950.000;;;;;
1040775097;Casa com 4 Quartos à Venda, 200m²;Rua Curitiba - Potengi, Natal - RN;;200;4;3;5;4;R$ 400.000;;;;;
1040775267;Apartamento com 2 Quartos à Venda, 58m²;Rua da Campina - Ponta Negra, Natal - RN;;58;2;1;2;1;R$ 210.000;;;;;
1040776046;Casa com 3 Quartos à Venda, 200m²;Rua Amaro Mesquita - Lagoa Nova, Natal - RN;;200;3;2;4;2;R$ 430.000;;;;;
1040776113;Apartamento com 2 Quartos à Venda, 57m²;Avenida Deputado Antônio Florêncio de Queiroz - Ponta Negra, Natal - RN;;57;2;1;2;1;R$ 270.000;;;;;
1040776279;Apartamento com 3 Quartos à Venda, 141m²;Rua José Alberi Matos Ferreira - Lagoa Nova, Natal - RN;;141;3;3;4;3;R$ 1.100.000;;;;;
1040778251;Apartamento com 4 Quartos à Venda, 196m²;Rua Ismael Pereira da Silva - Capim Macio, Natal - RN;;196;4;3;4;4;R$ 1.500.000;;;;;
1040780325;Apartamento com 2 Quartos à Venda, 56m²;Avenida Engenheiro Roberto Freire, 4702 - Ponta Negra, Natal - RN;R$ 580;56;2;1;2;1;R$ 285.000;;;;;
1040781286;Apartamento com 2 Quartos à Venda, 56m²;Rua Industrial João Motta, 1637 - Capim Macio, Natal - RN;;56;2;1;2;--;R$ 260.000;;;;;
1040785599;Casa com 3 Quartos à Venda, 162m²;Candelária, Natal - RN;;162;3,--;2;3;R$ 280.000;;;;;;
1040785819;Apartamento com 3 Quartos à Venda, 142m²;Barro Vermelho, Natal - RN;R$ 740;142;3,--;2;2;R$ 320.000;;;;;;
1040785823;Apartamento com 3 Quartos à Venda, 90m²;Rua Vereador João Alves da Silva Filho - Tirol, Natal - RN;R$ 450;90;3;1;3;2;R$ 470.000;;;;;
1040786292;Apartamento com 2 Quartos à Venda, 63m²;Avenida Afonso Pena, 1 - Tirol, Natal - RN;R$ 550;63;2;--;1;1;R$ 320.000;;;;;
1040786593;Apartamento com 2 Quartos à Venda, 57m²;Capim Macio, Natal - RN;R$ 437;57;2;1;2;2;R$ 345.000;;;;;
1040808912;Apartamento com 3 Quartos à Venda, 87m²;Rua Anísio de Souza, 2556 - Candelária, Natal - RN;R$ 480;87;3;1;3;2;R$ 460.000;;;;;
1040810521;Apartamento com 3 Quartos à Venda, 103m²;Rua Alexandre Câmara, 1884 - Capim Macio, Natal - RN;R$ 770;103;3;1;3;3;R$ 620.000;;;;;
1040811383;Apartamento com 3 Quartos à Venda,Rua Doutor Antônio Severiano da Câmara - Lagoa Nova, Natal - RN;R$ 730;--;3;3;5;2;R$ 550.000;;;;;;
1040814079;Casa com 4 Quartos à Venda, 420m²;Candelária, Natal - RN;;420;4;2;1;3;R$ 370.000;;;;;
1040818740;Apartamento com 3 Quartos à Venda, 131m²;Rua Doutor Rômulo Jorge, 160 - Lagoa Nova, Natal - RN;R$ 700;131;3;3;5;3;R$ 689.000;;;;;
1040818762;Apartamento com 2 Quartos à Venda, 56m²;Rua Jundiaí - Tirol, Natal - RN;;56;2;1;2;1;R$ 350.000;;;;;
1040819041;Flat com  Quarto à Venda, 52m²;Avenida Engenheiro Roberto Freire - Ponta Negra, Natal - RN;R$ 650;52;1;1;1;1;R$ 170.000;;;;;
1040819396;Apartamento com 3 Quartos à Venda, 108m²;Rua dos Tororós - Lagoa Nova, Natal - RN;R$ 776,108;3;3;4;2;R$ 490.000;;;;;;
1040819714;Apartamento com 3 Quartos à Venda, 90m²;Avenida Capitão-mor Gouveia, 0 - Lagoa Nova, Natal - RN;R$ 330;90;3;1;2;2;R$ 380.000;;;;;
1040820232;Apartamento com 2 Quartos à Venda, 58m²;Rua Jornalista Francisco Sinedino - Lagoa Nova, Natal - RN;R$ 590;58;2;1;2;1;R$ 330.000;;;;;
1040823063;Apartamento com 2 Quartos à Venda, 60m²;Rua Orlando de Lima - Ponta Negra, Natal - RN;R$ 300;60;2;--;2;1;R$ 189.000;;;;;
1040823520;Apartamento com 2 Quartos à Venda, 58m²;Rua das Perdizes - Pitimbu, Natal - RN;R$ 258;58;2;1;2;1;R$ 215.000;;;;;
1040823683;Apartamento com 3 Quartos à Venda, 108m²;Rua Ana Néri - Petrópolis, Natal - RN;R$ 1.036,108;3;3;5;3;R$ 850.000;;;;;;
1040823933;Apartamento com 3 Quartos à Venda, 100m²;Avenida Senador Salgado Filho - Tirol, Natal - RN;R$ 500;100;3;1;2;2;R$ 250.000;;;;;
1040824883;Apartamento com 2 Quartos à Venda, 114m²;Avenida Praia de Genipabú, 2100 - Capim Macio, Natal - RN;R$ 600;114;2;1;3;2;R$ 420.000;;;;;
1040825775;Apartamento com 2 Quartos à Venda, 51m²;Avenida dos Caiapós, 1945 - Pitimbu, Natal - RN;R$ 270;51;2;--;1;1;R$ 140.000;;;;;
1040827112;Apartamento com 3 Quartos à Venda, 93m²;Rua da Lagosta, 466 - Ponta Negra, Natal - RN;;93;3;1;3;2;R$ 310.000;;;;;
1040828055;Apartamento com 2 Quartos à Venda, 57m²;Rua Joaquim Eduardo de Farias, 213 - Ponta Negra, Natal - RN;R$ 268;57;2;1;2;1;R$ 185.000;;;;;
1040828336;Casa    à Venda, 770m²;Barro Vermelho, Natal - RN;;770;--;--;--;--;R$ 450.000;;;;;
1040828576;Apartamento com 3 Quartos à Venda, 142m²;Rua José Alberi Matos Ferreira, 95 - Lagoa Nova, Natal - RN;R$ 813,142;3,14;5;3;R$ 1.100.000;;;;;;;
1040853917;Apartamento com 3 Quartos à Venda, 196m²;Rua Humberto Monte - Capim Macio, Natal - RN;;196;3;3;4;3;R$ 680.000;;;;;
1040854884;Lote/Terreno    à Venda, 3656m²;Rua Estrela D'Alva, s\n - Neópolis, Natal - RN;;3656,--;--;--;--;R$ 1.700.000;;;;;;
1040855287;Apartamento com 2 Quartos à Venda, 56m²;Rua Edgardo Medeiros, 2545 - Praia de Cotovelo, Natal - RN;;56;2;1;2;1;R$ 440.000;;;;;
1040855705;Apartamento com  Quarto à Venda, 45m²;Areia Preta, Natal - RN;R$ 519;45;1;--;1;1;R$ 130.000;;;;;
1040855710;Apartamento com 3 Quartos à Venda, 98m²;Capim Macio, Natal - RN;R$ 880;98;3;1;3;2;R$ 390.000;;;;;
1040855712;Apartamento com 2 Quartos à Venda, 56m²;Capim Macio, Natal - RN;R$ 500;56;2;1;2;1;R$ 250.000;;;;;
1040861385;Apartamento com 2 Quartos à Venda, 114m²;Avenida Praia de Tibau, 2100 - Ponta Negra, Natal - RN;R$ 550;114;2;1;2;2;R$ 420.000;;;;;
1040862663;Apartamento com 3 Quartos à Venda, 98m²;Avenida Governador Juvenal Lamartine - Tirol, Natal - RN;R$ 728;98;3;1;2;2;R$ 510.000;;;;;
1040862878;Apartamento com 2 Quartos à Venda, 57m²;Rua Joaquim Eduardo de Farias - Ponta Negra, Natal - RN;R$ 258;57;2;1;2;1;R$ 190.000;;;;;
1040862991;Apartamento com 2 Quartos à Venda, 57m²;Avenida Prudente de Morais - Lagoa Nova, Natal - RN;;57;2;1;2;1;R$ 260.000;;;;;
1040863142;Apartamento com 4 Quartos à Venda, 100m²;Rua Nelson Geraldo Freire - Lagoa Nova, Natal - RN;R$ 900;100;4;4;4;3;R$ 550.000;;;;;
1040864007;Apartamento com 3 Quartos à Venda, 76m²;Rua Professora Gipse Montenegro - Capim Macio, Natal - RN;;76;3;1;3;1;R$ 400.000;;;;;
1040864666;Apartamento com 2 Quartos à Venda, 60m²;Rua Desembargador Virgílio Dantas - Tirol, Natal - RN;R$ 530;60;2;1;2;1;R$ 260.000;;;;;
1040871282;Casa de condomínio com 4 Quartos à Venda, 318m²;Ponta Negra, Natal - RN;R$ 860;318;4;4;5;3;R$ 1.190.000;;;;;
1040871317;Apartamento com 4 Quartos à Venda, 200m²;Tirol, Natal - RN;R$ 1.500;200;4;4;5;2;R$ 900.000;;;;;
1040871318;Apartamento com 2 Quartos à Venda, 55m²;Ponta Negra, Natal - RN;R$ 325;55;2;1;2;1;R$ 239.000;;;;;
1040871319;Apartamento com 5 Quartos à Venda, 319m²;Candelária, Natal - RN;R$ 1.200;319;5;3;6;3;R$ 1.100.000;;;;;
1040871330;Casa com 4 Quartos à Venda, 370m²;Ponta Negra, Natal - RN;;370;4;2;1;4;R$ 550.000;;;;;
1040871331;Apartamento com 2 Quartos à Venda, 58m²;Cidade Satelite, Natal - RN;R$ 350;58;2;1;2;1;R$ 185.000;;;;;
1040871332;Casa com 3 Quartos à Venda, 350m²;Candelária, Natal - RN;;350;3;3;5;3;R$ 750.000;;;;;
1040871334;Apartamento com 3 Quartos à Venda, 150m²;Capim Macio, Natal - RN;R$ 1.480;150;3;3;3;2;R$ 300.000;;;;;
1040871341;Casa com 2 Quartos à Venda, 180m²;Ponta Negra, Natal - RN;;180;2;2;3;3;R$ 390.000;;;;;
1040871343;Apartamento com 3 Quartos à Venda, 144m²;Areia Preta, Natal - RN;R$ 1.110;144;3;2;3;2;R$ 790.000;;;;;
1040871344;Casa com 4 Quartos à Venda, 293m²;Capim Macio, Natal - RN;;293;4;3;5;6;R$ 615.000;;;;;
1040871345;Casa com 3 Quartos à Venda, 150m²;Lagoa Nova, Natal - RN;;150;3;1;3;3;R$ 525.000;;;;;
1040871346;Casa com 3 Quartos à Venda, 251m²;Lagoa Nova, Natal - RN;;251;3;1;1;3;R$ 800.000;;;;;
1040871349;Apartamento com 2 Quartos à Venda, 55m²;Ponta Negra, Natal - RN;R$ 400;55;2;1;2;1;R$ 260.000;;;;;
1040871354;Apartamento com 3 Quartos à Venda, 160m²;Tirol, Natal - RN;R$ 1.500;160;3;1;3;2;R$ 380.000;;;;;
1040871355;Apartamento com 3 Quartos à Venda, 114m²;Lagoa Nova, Natal - RN;R$ 650;114;3;3;5;2;R$ 680.000;;;;;
1040871358;Apartamento com 3 Quartos à Venda, 102m²;Candelária, Natal - RN;R$ 470;102;3;3;5;2;R$ 340.000;;;;;
1040871362;Apartamento com 3 Quartos à Venda, 95m²;Tirol, Natal - RN;R$ 650;95;3;1;2;2;R$ 290.000;;;;;
1040871364;Apartamento com 2 Quartos à Venda, 75m²;Tirol, Natal - RN;R$ 700;75;2;--;1;1;R$ 170.000;;;;;
1040871370;Apartamento com 2 Quartos à Venda, 57m²;Capim Macio, Natal - RN;R$ 350;57;2;1;1;2;R$ 280.000;;;;;
1040871376;Apartamento com 2 Quartos à Venda, 86m²;Areia Preta, Natal - RN;R$ 880;86;2;1;2;1;R$ 285.000;;;;;
1040871379;Apartamento com 2 Quartos à Venda, 80m²;Tirol, Natal - RN;R$ 875;80;2;1;3;1;R$ 220.000;;;;;
1040871384;Apartamento com 3 Quartos à Venda, 98m²;Barro Vermelho, Natal - RN;R$ 650;98;3;1;3;2;R$ 420.000;;;;;
1040871385;Apartamento com 4 Quartos à Venda, 132m²;Tirol, Natal - RN;R$ 1,132;4;4;5;3;R$ 801.567;;;;;;
1040871386;Apartamento com 3 Quartos à Venda, 132m²;Tirol, Natal - RN;R$ 1,132;3;3;4;2;R$ 801.567;;;;;;
1040871393;Loja    à Venda, 84m²;Tirol, Natal - RN;R$ 1.000;84,--;--;--;2;R$ 440.000;;;;;;
1040871394;Casa com 3 Quartos à Venda, 217m²;San Vale, Natal - RN;;217;3;3;1;2;R$ 300.000;;;;;
1040871396;Imóvel comercial com 3 Quartos à Venda, 156m²;Lagoa Nova, Natal - RN;;156;3,--;3,--;R$ 280.000;;;;;;;
1040871404;Casa de condomínio com 4 Quartos à Venda, 314m²;Neópolis, Natal - RN;R$ 850;314;4;3;4;3;R$ 990.000;;;;;
1040871406;Apartamento com 3 Quartos à Venda, 105m²;Candelária, Natal - RN;R$ 800;105;3;1;3;2;R$ 220.000;;;;;
1040871407;Imóvel comercial com 5 Quartos à Venda, 600m²;Ponta Negra, Natal - RN;;600;5,--;3,--;R$ 460.000;;;;;;;
1040871412;Apartamento com  Quarto à Venda, 40m²;Cidade Alta, Natal - RN;R$ 500;40;1;1;1;1;R$ 95.000;;;;;
1040871415;Apartamento com 2 Quartos à Venda, 56m²;Petrópolis, Natal - RN;R$ 485;56;2;1;1;1;R$ 200.000;;;;;
1040871439;Casa de condomínio com 3 Quartos à Venda, 157m²;Capim Macio, Natal - RN;R$ 420;157;3;1;3;2;R$ 530.000;;;;;
1040871440;Casa com 6 Quartos à Venda, 460m²;Lagoa Nova, Natal - RN;;460;6;2;2;5;R$ 1.400.000;;;;;
1040871446;Casa com 3 Quartos à Venda, 274m²;Capim Macio, Natal - RN;;274;3;2;1;3;R$ 450.000;;;;;
1040871455;Sala/Conjunto    à Venda, 48m²;Tirol, Natal - RN;;48;--;--;--;1;R$ 85.000;;;;;
1040871462;Apartamento com 4 Quartos à Venda, 266m²;Tirol, Natal - RN;R$ 1.514;266;4;4;6;3;R$ 1.100.000;;;;;
1040871463;Cobertura com 4 Quartos à Venda, 243m²;Lagoa Nova, Natal - RN;R$ 1.517;243;4;4;1;3;R$ 1.100.000;;;;;
1040871479;Apartamento com 3 Quartos à Venda, 196m²;Capim Macio, Natal - RN;R$ 1.300;196;3;2;4;4;R$ 1.600.000;;;;;
1040871480;Casa com 2 Quartos à Venda, 80m²;Lagoa Nova, Natal - RN;;80;2;1;1;1;R$ 150.000;;;;;
1040871487;Apartamento com 3 Quartos à Venda, 88m²;Tirol, Natal - RN;R$ 1;88;3;2;3;2;R$ 498.966;;;;;
1040871492;Apartamento com 3 Quartos à Venda, 99m²;Lagoa Nova, Natal - RN;R$ 500;99;3;2;3;2;R$ 440.000;;;;;
1040871509;Apartamento com 3 Quartos à Venda, 250m²;Petrópolis, Natal - RN;R$ 1.400;250;3;3;5;3;R$ 1.300.000;;;;;
1040871522;Apartamento com 3 Quartos à Venda, 172m²;Petrópolis, Natal - RN;R$ 1.150;172;3;1;3;1;R$ 500.000;;;;;
1040871557;Apartamento com 3 Quartos à Venda, 140m²;Tirol, Natal - RN;R$ 728;140;3;3;5;3;R$ 776.957;;;;;
1040871565;Apartamento com 3 Quartos à Venda, 166m²;Tirol, Natal - RN;R$ 950;166;3;2;1;2;R$ 390.000;;;;;
1040871575;Imóvel comercial com 4 Quartos à Venda, 114m²;Cidade Alta, Natal - RN;;114;4,--;2;--;R$ 250.000;;;;;;
1040871594;Casa de condomínio com 4 Quartos à Venda, 440m²;Candelária, Natal - RN;R$ 1.401;440;4;4;6;4;R$ 2.200.000;;;;;
1040871650;Apartamento com 2 Quartos à Venda, 49m²;Candelária, Natal - RN;R$ 500;49;2;1;1;1;R$ 230.000;;;;;
1040871653;Apartamento com 3 Quartos à Venda, 200m²;Candelária, Natal - RN;R$ 1.600;200;3;3;4;3;R$ 690.000;;;;;
1040871706;Apartamento com 3 Quartos à Venda, 129m²;Lagoa Nova, Natal - RN;R$ 650;129;3;3;5;3;R$ 720.000;;;;;
1040871783;Apartamento com 2 Quartos à Venda, 64m²;Tirol, Natal - RN;R$ 550;64;2;--;1;1;R$ 310.000;;;;;
1040871784;Apartamento com 3 Quartos à Venda, 103m²;Petrópolis, Natal - RN;R$ 501,103;3;1;3;2;R$ 650.000;;;;;;
1040871800;Apartamento com 3 Quartos à Venda, 93m²;Petrópolis, Natal - RN;R$ 450;93;3;3;4;2;R$ 430.000;;;;;
1040871929;Apartamento com 3 Quartos à Venda, 125m²;Tirol, Natal - RN;R$ 1.200;125;3;3;5;2;R$ 562.064;;;;;
1040873855;Apartamento com 3 Quartos à Venda, 177m²;Rua Capitão Abdon Nunes, 859 - Tirol, Natal - RN;R$ 957,177;3;3;2;2;R$ 520.000;;;;;;
1040874060;Apartamento com 3 Quartos à Venda, 94m²;Ponta Negra, Natal - RN;R$ 873,94;3;1;1;2;R$ 310.000;;;;;;
1040885104;Apartamento com 3 Quartos à Venda, 96m²;Alameda das Mansões, 701 - Candelária, Natal - RN;R$ 527,96;3;1;3;2;R$ 515.000;;;;;;
1040906301;Apartamento com 3 Quartos à Venda, 109m²;Capim Macio, Natal - RN;R$ 480;109;3;2;4;2;R$ 539.000;;;;;
1040909184;Lote/Terreno    à Venda, 2000m²;Nossa Senhora da Apresentação, Natal - RN;;2000;--;--;--;--;R$ 130.000;;;;;
1040909196;Lote/Terreno    à Venda, 4902m²;Bom Pastor, Natal - RN;;4902;--;--;--;--;R$ 890.000;;;;;
1040909198;Lote/Terreno    à Venda, 908m²;Ponta Negra, Natal - RN;;908;--;--;--;--;R$ 620.000;;;;;
1040909200;Casa com 3 Quartos à Venda, 176m²;Dix-sept Rosado, Natal - RN;;176;3;1;2;2;R$ 310.000;;;;;
1040909203;Loja    à Venda, 145m²;Tirol, Natal - RN;;145,--;--;1;3;R$ 1.000.000;;;;;;
1040909204;Imóvel comercial    à Venda, 160m²;Tirol, Natal - RN;;160;--;--;2;--;R$ 720.000;;;;;
1040909205;Casa com 2 Quartos à Venda, 166m²;Pitimbu, Natal - RN;;166;2;1;1;2;R$ 200.000;;;;;
1040909206;Casa com 4 Quartos à Venda, 200m²;Lagoa Seca, Natal - RN;;200;4;2;4;3;R$ 450.000;;;;;
1040909209;Casa com 3 Quartos à Venda, 240m²;Lagoa Nova, Natal - RN;;240;3;3;5;4;R$ 380.000;;;;;
1040909210;Casa com 3 Quartos à Venda, 400m²;San Vale, Natal - RN;;400;3;3;4;4;R$ 490.000;;;;;
1040909211;Casa com 3 Quartos à Venda, 357m²;Ponta Negra, Natal - RN;;357;3;3;4,1;R$ 760.000;;;;;;
1040909221;Casa com 3 Quartos à Venda, 233m²;Tirol, Natal - RN;;233;3;1;2;2;R$ 480.000;;;;;
1040909222;Casa com 4 Quartos à Venda, 436m²;Capim Macio, Natal - RN;;436;4;3;4;2;R$ 900.000;;;;;
1040909224;Apartamento com 2 Quartos à Venda, 55m²;Barro Vermelho, Natal - RN;R$ 480;55;2;1;2;1;R$ 210.000;;;;;
1040909225;Casa com 3 Quartos à Venda, 300m²;Lagoa Nova, Natal - RN;;300;3;3;4;4;R$ 550.000;;;;;
1040909226;Casa com 3 Quartos à Venda, 300m²;Capim Macio, Natal - RN;;300;3,--;1;2;R$ 400.000;;;;;;
1040909231;Casa com 4 Quartos à Venda, 540m²;Lagoa Nova, Natal - RN;;540;4;4;5;4;R$ 2.000.000;;;;;
