id;titulo;endereco;taxa;Area;quartos;suites;banheiros;vagas;preco;;;;;
94785361;Lote/Terreno    à Venda,Ponta Negra, Natal - RN;;--;--;--;--;--;R$ 1.050.000;;;;;;
94793722;Apartamento com 4 Quartos à Venda, 196m²;Rua Ismael Pereira da Silva - Capim Macio, Natal - RN;;196;4;3;5;4;R$ 1.350.000;;;;;
94800528;Flat com  Quarto à Venda/Aluguel 2282m²;Avenida Engenheiro Roberto Freire - Ponta Negra, Natal - RN;R$ 625;2282;1;1;1;1;R$ 138.000;;;;;
94813847;Apartamento com 2 Quartos à Venda, 95m²;Avenida Presidente Café Filho - Praia do Meio, Natal - RN;;95;2;1;2;2;R$ 260.000;;;;;
94814199;Casa com 4 Quartos à Venda, 384m²;Capim Macio, Natal - RN;;384;4;1;3;6;R$ 700.000;;;;;
94814236;Casa com 4 Quartos à Venda, 230m²;Pitimbu, Natal - RN;;230;4;2;3;2;R$ 350.000;;;;;
94830130;Casa com 3 Quartos à Venda, 230m²;Lagoa Nova, Natal - RN;;230;3;1;3;2;R$ 500.000;;;;;
94838326;Apartamento com 2 Quartos à Venda, 51m²;Avenida dos Caiapós, 1945 - Pitimbu, Natal - RN;;51;2;--;1;1;R$ 145.000;;;;;
94840894;Apartamento com 3 Quartos à Venda, 176m²;Areia Preta, Natal - RN;;176;3;3;3;2;R$ 550.000;;;;;
94845648;Ponto comercial/Loja/Box    à Venda, 1m²;Ponta Negra, Natal - RN;;1;--;--;1;--;R$ 75.000;;;;;
94845675;Lote/Terreno    à Venda, 1020m²;Ponta Negra, Natal - RN;;1020;--;--;--;--;R$ 1.050.000;;;;;
94848864;Apartamento com 2 Quartos à Venda, 69m²;Rua Doutor José Bezerra - Barro Vermelho, Natal - RN;;69;2;1;2;2;R$ 389.000;;;;;
94868233;Casa com 3 Quartos à Venda, 180m²;Candelária, Natal - RN;;180;3;3;1;3;R$ 570.000;;;;;
94885667;Apartamento com 3 Quartos à Venda, 89m²;Avenida dos Caiapós - Pitimbu, Natal - RN;R$ 390;89;3;1;3;2;R$ 325.000;;;;;
94886572;Apartamento com 2 Quartos à Venda, 55m²;Rua Praia de Muriu, 9022 - Ponta Negra, Natal - RN;;55;2;--;1;1;R$ 185.000;;;;;
94887310;Apartamento com 2 Quartos à Venda, 49m²;Avenida dos Caiapós, 121 - Pitimbu, Natal - RN;;49;2;--;1;1;R$ 173.000;;;;;
94889420;Apartamento com 2 Quartos à Venda, 56m²;Rua Eletricista Elias Ferreira, 2600 - Candelária, Natal - RN;R$ 317;56;2;1;2;1;R$ 230.000;;;;;
94910567;Apartamento com 2 Quartos à Venda, 56m²;Petrópolis, Natal - RN;;56;2;1;2;2;R$ 299.000;;;;;
94929078;Apartamento com 2 Quartos à Venda, 58m²;Capim Macio, Natal - RN;R$ 450;58;2;--;1;1;R$ 180.000;;;;;
94938301;Apartamento com 3 Quartos à Venda, 86m²;Rua Anísio de Souza - Lagoa Nova, Natal - RN;R$ 481;86;3;1;3;2;R$ 389.000;;;;;
94938692;Cobertura com 4 Quartos à Venda, 550m²;Rua Romualdo Galvão - Lagoa Nova, Natal - RN;;550;4;4;5;4;R$ 2.900.000;;;;;
94940546;Apartamento com 3 Quartos à Venda, 271m²;Rua Joaquim Fabrício - Petrópolis, Natal - RN;;271;3;3;4;3;R$ 1.490.000;;;;;
94941924;Apartamento com 3 Quartos à Venda, 960m²;Rua Desembargador Antônio Soares - Tirol, Natal - RN;;960;3;2;4;5;R$ 1.800.000;;;;;
94947328;Edifício residencial com 3 Quartos à Venda, 98m²;Avenida Antônio Basílio, 4229 - Nova Descoberta, Natal - RN;R$ 600;98;3;2;3;2;R$ 450.000;;;;;
94949276;Apartamento com 3 Quartos à Venda, 109m²;Rua Aníbal Correia, 300 - Candelária, Natal - RN;R$ 750;109;3;2;4;3;R$ 485.000;;;;;
94967066;Casa com 3 Quartos à Venda, 85m²;Rua Jardim Cristal, 64 - Planalto, Natal - RN;;85;3,--;1;1;R$ 70.000;;;;;;
94967777;Apartamento com 3 Quartos à Venda, 75m²;Rua Sebastião Barreto, 29 - Neópolis, Natal - RN;R$ 520;75;3;1;2;2;R$ 290.000;;;;;
94969927;Apartamento com 3 Quartos à Venda, 109m²;Rua Aníbal Correia, 300 - Candelária, Natal - RN;R$ 750;109;3;2;4;3;R$ 485.000;;;;;
94972952;Casa com 3 Quartos à Venda, 300m²;Rua Coronel Revoredo Filho, 75 - Neópolis, Natal - RN;;300;3;2;4;3;R$ 650.000;;;;;
94975544;Apartamento com 3 Quartos à Venda, 88m²;Rua Capitão Abdon Nunes - Tirol, Natal - RN;;88;3;1;2;2;R$ 530.000;;;;;
94977018;Imóvel comercial com 12 Quartos à Venda, 255m²;Rua Praia de Alagamar - Ponta Negra, Natal - RN;;255,12;8;2;4;R$ 900.000;;;;;;
94985444;Apartamento com 3 Quartos à Venda, 198m²;Barro Vermelho, Natal - RN;R$ 1.200;198;3;2;3;2;R$ 550.000;;;;;
95006504;Apartamento com 3 Quartos à Venda, 69m²;Rua Júlio Gomes Moreira, 70 - Barro Vermelho, Natal - RN;R$ 390;69;3;2;3;3;R$ 431.600;;;;;
95010704;Apartamento com 3 Quartos à Venda, 271m²;Rua Joaquim Fabrício - Petrópolis, Natal - RN;;271;3;3;4;3;R$ 1.800.000;;;;;
95023162;Apartamento com 2 Quartos à Venda, 86m²;Capim Macio, Natal - RN;R$ 240;86;2;1;2;1;R$ 175.000;;;;;
95034600;Flat com 2 Quartos à Venda, 57m²;Ponta Negra, Natal - RN;R$ 823;57;2;1;1,--;R$ 250.000;;;;;;
95036240;Sala/Conjunto    à Venda, 30m²;Avenida Romualdo Galvão, 1703 - Lagoa Nova, Natal - RN;;30;--;--;1;1;R$ 160.000;;;;;
95041623;Apartamento com 2 Quartos à Venda, 59m²;Rua dos Tororós - Lagoa Nova, Natal - RN;;59;2;1;2;1;R$ 270.000;;;;;
95041721;Apartamento com 3 Quartos à Venda, 117m²;Rua Jornalista Francisco Sinedino - Lagoa Nova, Natal - RN;;117;3;2;3,--;R$ 570.000;;;;;;
95041743;Casa com 2 Quartos à Venda, 241m²;Rua Chile - Ribeira, Natal - RN;;241;2;--;1;2;R$ 285.000;;;;;
95041762;Casa com 4 Quartos à Venda, 250m²;Rua Rianópolis - Pitimbu, Natal - RN;;250;4;3;4;2;R$ 300.000;;;;;
95041790;Casa com 4 Quartos à Venda, 464m²;Rua Joca Soares - Candelária, Natal - RN;;464;4;3;4;3;R$ 700.000;;;;;
95041822;Casa com 3 Quartos à Venda, 200m²;Avenida do Sol - Candelária, Natal - RN;;200;3;1;2;1;R$ 280.000;;;;;
95042110;Apartamento com 2 Quartos à Venda, 55m²;Rua São Expedito - Pajuçara, Natal - RN;;55;2;--;1;1;R$ 110.000;;;;;
95042627;Apartamento com 3 Quartos à Venda, 96m²;Rua Açu, 520 - Tirol, Natal - RN;R$ 720;96;3;1;3;2;R$ 650.000;;;;;
95042783;Apartamento com 3 Quartos à Venda, 189m²;Rua Dom José Tomaz - Tirol, Natal - RN;;189;3;3;4;4;R$ 650.000;;;;;
95045775;Apartamento com 3 Quartos à Venda, 290m²;Rua Joaquim Fabrício, 233 - Petrópolis, Natal - RN;R$ 1.600;290;3;3;5;3;R$ 1.490.000;;;;;
95047399;Apartamento com 4 Quartos à Venda, 214m²;Avenida Tavares de Lira - Ribeira, Natal - RN;;214;4;4;5;3;R$ 1.100.000;;;;;
95049207;Apartamento com 4 Quartos à Venda, 250m²;Rua Pinto Martins - Areia Preta, Natal - RN;;250;4;4;5;4;R$ 1.500.000;;;;;
95052000;Casa de condomínio com 4 Quartos à Venda, 318m²;Rua DR Múcio Vilar Ribeiro Dantas, 500 - Ponta Negra, Natal - RN;R$ 690;318;4;4;5;3;R$ 1.400.000;;;;;
95056934;Casa com 3 Quartos à Venda, 249m²;Capim Macio, Natal - RN;;249;3;2;4;4;R$ 750.000;;;;;
95057591;Apartamento com 4 Quartos à Venda, 136m²;Tirol, Natal - RN;R$ 1.000;136;4;2;3;2;R$ 619.900;;;;;
95059518;Apartamento com 4 Quartos à Venda, 281m²;Avenida Campos Sales - Tirol, Natal - RN;;281;4;4;5;4;R$ 1.800.000;;;;;
95067153;Apartamento com 3 Quartos à Venda, 92m²;Lagoa Nova, Natal - RN;;92;3;1;1;2;R$ 365.000;;;;;
95077008;Apartamento com 4 Quartos à Venda, 350m²;Rua Epaminondas Jácome, 70 - Tirol, Natal - RN;R$ 2.000;350;4;4;6;4;R$ 1.800.000;;;;;
95078353;Casa com 4 Quartos à Venda, 261m²;Nova Descoberta, Natal - RN;;261;4;4;5;6;R$ 550.000;;;;;
95091803;Apartamento com 3 Quartos à Venda, 205m²;Rua General Oliveira Galvão - Tirol, Natal - RN;;205;3;3;4;3;R$ 680.000;;;;;
95098035;Apartamento com 4 Quartos à Venda, 166m²;Rua Morais Navarro - Lagoa Nova, Natal - RN;;166;4;3;4;2;R$ 700.000;;;;;
95099229;Apartamento com 3 Quartos à Venda, 120m²;Lagoa Nova, Natal - RN;R$ 600;120;3;1;1;2;R$ 350.000;;;;;
95099249;Apartamento com 2 Quartos à Venda, 60m²;Neópolis, Natal - RN;R$ 210;60;2;1;1,--;R$ 135.000;;;;;;
95099252;Apartamento com 2 Quartos à Venda, 56m²;Ponta Negra, Natal - RN;R$ 288;56;2;1;1;1;R$ 180.000;;;;;
95100529;Apartamento com 4 Quartos para Venda/Aluguel 200m²;Rua Humberto Monte, 1850 - Capim Macio, Natal - RN;;200;4;4,--;3;R$ 700.000;;;;;;
95101569;Apartamento com 3 Quartos à Venda, 70m²;Nova Descoberta, Natal - RN;;70;3;1;2;1;R$ 125.000;;;;;
95107190;Apartamento com 5 Quartos à Venda, 295m²;Avenida Xavier da Silveira, 377 - Tirol, Natal - RN;;295;5;4;2;3;R$ 780.000;;;;;
95118259;Casa com 3 Quartos à Venda, 180m²;Rua Desembargador Hemetério Fernandes - Tirol, Natal - RN;;180;3;1;2;13;R$ 300.000;;;;;
95119862;Apartamento com 2 Quartos à Venda, 56m²;Avenida Engenheiro Roberto Freire - Ponta Negra, Natal - RN;;56;2;1;2;1;R$ 235.000;;;;;
95123080;Apartamento com 3 Quartos à Venda, 93m²;Rua das Conchas, 2178 - Ponta Negra, Natal - RN;R$ 650;93;3;3;3;2;R$ 450.000;;;;;
95123192;Casa com 5 Quartos à Venda, 234m²;Rua Rio Tietê, 7734 - Pitimbu, Natal - RN;;234;5;4;1;3;R$ 298.000;;;;;
95125315;Casa com 3 Quartos à Venda, 78m²;Lagoa Nova, Natal - RN;;78;3,--;1;4;R$ 380.000;;;;;;
95125318;Apartamento com 3 Quartos à Venda, 175m²;Petrópolis, Natal - RN;R$ 1.100;175;3;3;4;2;R$ 658.000;;;;;
95125904;Casa com 4 Quartos à Venda, 330m²;Cidade Jardim, Natal - RN;;330;4;2;1;6;R$ 600.000;;;;;
95129777;Apartamento com 3 Quartos à Venda, 77m²;Capim Macio, Natal - RN;R$ 400;77;3;1;3;2;R$ 450.000;;;;;
95133261;Apartamento com 2 Quartos à Venda, 98m²;Avenida Governador Sílvio Pedroza, 200 - Areia Preta, Natal - RN;R$ 900;98;2;1;1;2;R$ 330.000;;;;;
95140480;Apartamento com 4 Quartos à Venda, 480m²;Avenida Nilo Peçanha, 621 - Petrópolis, Natal - RN;R$ 2.000;480;4;4;6;5;R$ 5.500.000;;;;;
95140498;Apartamento com 4 Quartos à Venda, 236m²;Avenida Prudente de Morais, 1034 - Tirol, Natal - RN;R$ 1.000;236;4;4;1;6;R$ 2.000.000;;;;;
95147525;Apartamento com 2 Quartos à Venda, 55m²;Avenida Antônio Basílio - Lagoa Nova, Natal - RN;;55;2;1;2;1;R$ 190.000;;;;;
95170461;Apartamento com  Quarto à Venda, 38m²;Ponta Negra, Natal - RN;R$ 1.300;38;1;1;2;1;R$ 200.000;;;;;
95172148;Casa de condomínio com 3 Quartos à Venda, 150m²;PARNAMIRIM, Natal - RN;;150;3;1;3,--;R$ 350.000;;;;;;
95179133;Apartamento com 4 Quartos à Venda, 210m²;Rua General Oliveira Galvão, 1120 - Tirol, Natal - RN;R$ 1.400;210;4;4;4;3;R$ 630.000;;;;;
95186238;Apartamento com 3 Quartos à Venda, 215m²;Avenida Senador Salgado Filho - Tirol, Natal - RN;;215;3;3;4;3;R$ 1.336.000;;;;;
95189645;Sala/Conjunto    à Venda, 34m²;Avenida Rodrigues Alves, 950 - Tirol, Natal - RN;;34,--;--;1;1;R$ 275.000;;;;;;
95206737;Casa com 4 Quartos à Venda, 200m²;Rua Doutor Francisco Ivo Trindade - Lagoa Nova, Natal - RN;;200;4;2;3;2;R$ 410.000;;;;;
95220367;Galpão/Depósito/Armazém    à Venda, 690m²;Nossa Senhora de Nazaré, Natal - RN;;690;--;--;--;--;R$ 490.000;;;;;
95220826;Casa com 3 Quartos à Venda, 300m²;Capim Macio, Natal - RN;;300;3;1;1,--;R$ 600.000;;;;;;
95222080;Casa com 6 Quartos à Venda, 800m²;Tirol, Natal - RN;;800;6;6;1;12;R$ 2.400.000;;;;;
95229550;Casa com 4 Quartos para Venda/Aluguel 617m²;Capim Macio, Natal - RN;;617;4;4;6,14;R$ 2.200.000;;;;;;
95239996;Apartamento com 2 Quartos à Venda, 45m²;Pajuçara, Natal - RN;R$ 180;45;2;--;1;1;R$ 147.000;;;;;
95245067;Apartamento com 4 Quartos à Venda, 426m²;Avenida Governador Silvio Pedroza, 260 - Areia Preta, Natal - RN;R$ 2.500;426;4;4;6;4;R$ 3.000.000;;;;;
95248389;Apartamento com 4 Quartos à Venda, 240m²;Areia Preta, Natal - RN;;240;4;4;6;4;R$ 1.800.000;;;;;
95259902;Apartamento com 4 Quartos à Venda, 281m²;Avenida Campos Sáles, 501 - Tirol, Natal - RN;R$ 2.100;281;4;4;6;4;R$ 2.100.000;;;;;
95261869;Casa de condomínio com 4 Quartos à Venda, 223m²;Avenida dos Caiapós, 2885 - Pitimbu, Natal - RN;R$ 500;223;4;4;4,--;R$ 750.000;;;;;;
95264117;Apartamento com 3 Quartos à Venda, 99m²;Avenida Governador Juvenal Lamartine, 800 - Tirol, Natal - RN;R$ 750;99;3;1;3;2;R$ 520.000;;;;;
95266739;Cobertura com 4 Quartos à Venda, 406m²;Avenida Governador Silvio Pedroza, 246 - Areia Preta, Natal - RN;R$ 1.800;406;4;4;6;4;R$ 2.529.900;;;;;
95268773;Apartamento com 3 Quartos à Venda, 142m²;Rua Meira Brandão, 640 - Barro Vermelho, Natal - RN;;142;3;3;5;2;R$ 750.000;;;;;
95269975;Apartamento com 3 Quartos à Venda, 82m²;Rua Júlio Gomes Moreira, 905 - Barro Vermelho, Natal - RN;R$ 400;82;3;1;2;2;R$ 445.000;;;;;
95290751;Apartamento com 3 Quartos à Venda;Tirol, Natal - RN;R$ 964,--;3;3;5;2;R$ 650.000;;;;;;
95301749;Galpão/Depósito/Armazém    à Venda, 1600m²;Capim Macio, Natal - RN;;1600;--;--;--;--;R$ 1.600.000;;;;;
95307744;Apartamento com 3 Quartos à Venda, 85m²;Rua Professora Dirce Coutinho, 1713 - Capim Macio, Natal - RN;R$ 800;85;3;1;3,--;R$ 330.000;;;;;;
95308129;Casa com 3 Quartos à Venda, 230m²;Rua Énico Monteiro, 1944 - Capim Macio, Natal - RN;;230;3;3;6;8;R$ 700.000;;;;;
95311386;Lote/Terreno    à Venda, 2400m²;Candelária, Natal - RN;;2400;--;--;--;--;R$ 2.300.000;;;;;
95311401;Apartamento com 4 Quartos à Venda, 270m²;Lagoa Nova, Natal - RN;R$ 930;270;4;1;1;2;R$ 500.000;;;;;
95331718;Apartamento com 2 Quartos à Venda, 50m²;Rua Antônio Freire de Lemos, 176 - Planalto, Natal - RN;R$ 220;50;2;1;2;1;R$ 135.000;;;;;
95336808;Casa com 3 Quartos à Venda, 194m²;Rua Doutora Nívea Madruga, 251 - Lagoa Nova, Natal - RN;;194;3;3;4;2;R$ 500.000;;;;;
95338849;Casa com 3 Quartos à Venda, 230m²;Rua Énico Monteiro, 1944 - Capim Macio, Natal - RN;;230;3;3;6;8;R$ 700.000;;;;;
95349650;Apartamento com 4 Quartos à Venda, 208m²;Avenida Prudente de Morais, 1044 - Tirol, Natal - RN;R$ 1.100;208;4;3;5;4;R$ 1.350.000;;;;;
95351425;Apartamento com 3 Quartos à Venda, 97m²;Rua Doutor Renato Dantas, 481 - Petrópolis, Natal - RN;;97;3;3;4;2;R$ 499.999;;;;;
95351880;Apartamento com 3 Quartos à Venda, 123m²;Candelária, Natal - RN;R$ 600;123;3;2;4;2;R$ 510.000;;;;;
95353728;Apartamento com 3 Quartos à Venda, 93m²;Rua Walter Duarte Pereira, 1977 - Capim Macio, Natal - RN;R$ 500;93;3;1;3;2;R$ 499.000;;;;;
95371168;Apartamento com 4 Quartos à Venda, 151m²;Rua Antídio de Azevedo - Lagoa Nova, Natal - RN;R$ 700;151;4;4;5;3;R$ 551.532;;;;;
95377832;Sala/Conjunto    à Venda, 37m²;Avenida Hermes da Fonseca, 1656 - Petrópolis, Natal - RN;;37,--;--;1;1;R$ 230.000;;;;;;
95378305;Apartamento com 4 Quartos à Venda, 281m²;Avenida Campos Sáles, 501 - Tirol, Natal - RN;R$ 1.800;281;4;4;6;4;R$ 2.100.000;;;;;
95387951;Apartamento com 3 Quartos à Venda, 77m²;Avenida Senador Salgado Filho, 245 - Capim Macio, Natal - RN;;77;3;1;2;2;R$ 450.000;;;;;
95388720;Imóvel comercial    à Venda, 39m²;Avenida Rodrigues Alves, 810 - Tirol, Natal - RN;R$ 400;39,--;--;1;1;R$ 230.000;;;;;;
95396985;Apartamento com 2 Quartos à Venda, 70m²;Tirol, Natal - RN;R$ 550;70;2;1;2;1;R$ 190.000;;;;;
95396989;Apartamento com 3 Quartos à Venda, 108m²;Lagoa Nova, Natal - RN;;108;3;1;2;2;R$ 498.000;;;;;
95402179;Apartamento com 4 Quartos à Venda, 120m²;Capim Macio, Natal - RN;;120;4;2;2;2;R$ 670.000;;;;;
95412127;Apartamento com 2 Quartos à Venda, 54m²;Ponta Negra, Natal - RN;;54;2;1;1;1;R$ 255.000;;;;;
95412227;Apartamento com 2 Quartos à Venda, 56m²;Avenida Engenheiro Roberto Freire, 3213 - Ponta Negra, Natal - RN;R$ 520;56;2;2;2;2;R$ 350.000;;;;;
95414050;Casa com 3 Quartos à Venda, 249m²;Rua Ubaia, 00 - Pitimbu, Natal - RN;;249;3;2;4;2;R$ 329.900;;;;;
95420271;Apartamento com 2 Quartos à Venda, 55m²;Rua Antônio Madruga, 1959 - Capim Macio, Natal - RN;;55;2;1;2;1;R$ 249.000;;;;;
95420748;Apartamento com 3 Quartos à Venda, 77m²;Rua Professora Gipse Montenegro, 245 - Capim Macio, Natal - RN;R$ 450;77;3;1;2;2;R$ 450.000;;;;;
95420770;Apartamento com 2 Quartos à Venda, 52m²;Avenida dos Caiapós, 1945 - Pitimbu, Natal - RN;R$ 270;52;2;--;1;1;R$ 145.000;;;;;
95420930;Apartamento com 3 Quartos à Venda, 159m²;Rua Morais Navarro, 55 - Lagoa Nova, Natal - RN;R$ 647,159;3;3;1;2;R$ 750.000;;;;;;
95421379;Apartamento com 3 Quartos à Venda, 142m²;Rua Meira Brandão, 646 - Barro Vermelho, Natal - RN;R$ 700;142;3;3;5;2;R$ 790.000;;;;;
95421894;Casa com 7 Quartos à Venda, 240m²;Capim Macio, Natal - RN;;240;7;3,7;6;R$ 500.000;;;;;;
95421895;Apartamento com 3 Quartos à Venda, 60m²;Capim Macio, Natal - RN;R$ 100;60;3,--;1;1;R$ 115.000;;;;;;
95422040;Apartamento com 3 Quartos à Venda, 100m²;Rua Alexandre Câmara, 1895 - Capim Macio, Natal - RN;R$ 800;100;3;3;3;2;R$ 400.000;;;;;
95429161;Apartamento com 2 Quartos à Venda, 56m²;Rua Tenente Olavo Francisco dos Santos - Ponta Negra, Natal - RN;R$ 450;56;2;1;2;1;R$ 300.000;;;;;
95429470;Apartamento com 3 Quartos à Venda, 100m²;Rua Agostinho Almeida, 1882 - Lagoa Nova, Natal - RN;R$ 750;100;3;2;3;2;R$ 430.000;;;;;
95429863;Casa com 4 Quartos à Venda, 240m²;Rua Teatrólogo Meira Pires, 445 - Capim Macio, Natal - RN;;240;4;4;6;3;R$ 495.000;;;;;
95434667;Casa com 3 Quartos à Venda, 220m²;Capim Macio, Natal - RN;;220;3;2;1;3;R$ 350.000;;;;;
95437660;Apartamento com 2 Quartos para Venda/Aluguel 64m²;Neópolis, Natal - RN;R$ 314;64;2;1;2;2;R$ 300.000;;;;;
95439228;Apartamento com 3 Quartos à Venda, 107m²;Lagoa Nova, Natal - RN;;107;3;2;1;2;R$ 480.000;;;;;
95446392;Casa com 3 Quartos à Venda, 172m²;Ponta Negra, Natal - RN;;172;3;1;1;4;R$ 430.000;;;;;
95446523;Apartamento com 3 Quartos à Venda, 95m²;Tirol, Natal - RN;R$ 650;95;3;1;1;2;R$ 290.000;;;;;
95446988;Imóvel comercial com 4 Quartos à Venda, 450m²;Ponta Negra, Natal - RN;;450;4;1;1,--;R$ 130.000;;;;;;
95456134;Imóvel comercial com 8 Quartos à Venda, 475m²;Rua Professor Antônio Campos, 2303 - Lagoa Nova, Natal - RN;;475;8;--;9;2;R$ 585.000;;;;;
95456306;Apartamento com 3 Quartos à Venda, 100m²;Rua Ilíria Tavares Galvão, 52 - Tirol, Natal - RN;R$ 578;100;3;1;2;2;R$ 415.000;;;;;
95456486;Apartamento com  Quarto à Venda, 59m²;Avenida Deputado Antônio Florêncio de Queiroz - Ponta Negra, Natal - RN;R$ 363;59;1;1;1;1;R$ 350.000;;;;;
95467623;Apartamento com 3 Quartos à Venda, 98m²;Capim Macio, Natal - RN;R$ 700;98;3;2;3;2;R$ 430.000;;;;;
95472187;Apartamento com 5 Quartos à Venda, 443m²;Avenida Governador José Varela, 2940 - Capim Macio, Natal - RN;;443;5;5;6;3;R$ 1.500.000;;;;;
95474303;Casa com 4 Quartos à Venda, 240m²;Rua Teatrólogo Meira Pires, 445 - Capim Macio, Natal - RN;;240;4;4;6;3;R$ 495.000;;;;;
95476291;Apartamento com 3 Quartos à Venda, 175m²;Ponta Negra, Natal - RN;R$ 550;175;3;3;3;2;R$ 1.250.000;;;;;
95480120;Apartamento com 4 Quartos à Venda, 208m²;Avenida Prudente de Morais, 1034 - Tirol, Natal - RN;;208;4;3;5;4;R$ 1.400.000;;;;;
95482801;Casa de condomínio com 3 Quartos à Venda, 314m²;Neópolis, Natal - RN;R$ 860;314;3;3;1;4;R$ 930.000;;;;;
1037092806;Apartamento com 3 Quartos à Venda, 143m²;Rua Tomaz Pereira, 1902 - Lagoa Nova, Natal - RN;R$ 1.000;143;3;1;3;2;R$ 415.000;;;;;
1037095199;Apartamento com 2 Quartos para Venda/Aluguel 52m²;Avenida dos Caiapós, 2002 - Pitimbu, Natal - RN;R$ 250;52;2;--;1;1;R$ 115.000;;;;;
1037103109;Apartamento com 5 Quartos à Venda, 151m²;Rua Antídio de Azevedo, 000 - Lagoa Nova, Natal - RN;;151;5;3;4;4;R$ 600.000;;;;;
1037103439;Casa com 4 Quartos à Venda, 214m²;Neópolis, Natal - RN;;214;4;1;1;2;R$ 410.000;;;;;
1037112135;Casa com 4 Quartos à Venda, 157m²;Capim Macio, Natal - RN;R$ 400;157;4;1;1;2;R$ 580.000;;;;;
1037113149;Lote/Terreno    à Venda, 1050m²;Rua Francisco Pereira da Silva - Pajuçara, Natal - RN;;1050;--;--;--;--;R$ 220.000;;;;;
1037120834;Apartamento com 3 Quartos à Venda, 92m²;Capim Macio, Natal - RN;R$ 349,92;3;1;1;2;R$ 520.000;;;;;;
1037141321;Apartamento com 3 Quartos à Venda, 106m²;Rua São José, 2026 - Candelária, Natal - RN;R$ 510;106;3;1;2;2;R$ 190.000;;;;;
1037146395;Apartamento com 3 Quartos à Venda, 236m²;Lagoa Nova, Natal - RN;R$ 815;236;3;3;1;3;R$ 939.000;;;;;
1037146397;Apartamento com 4 Quartos à Venda, 220m²;Tirol, Natal - RN;R$ 1.650;220;4;4;1;2;R$ 760.000;;;;;
1037168915;Apartamento com 3 Quartos à Venda, 99m²;Rua Acari, 40 - Lagoa Nova, Natal - RN;R$ 500;99;3;2;4;2;R$ 440.000;;;;;
1037172266;Apartamento com 3 Quartos à Venda, 103m²;Avenida Amintas Barros - Lagoa Nova, Natal - RN;R$ 600;103;3;3;4;2;R$ 450.000;;;;;
1037178507;Casa com 2 Quartos à Venda, 179m²;Capim Macio, Natal - RN;;179;2;1;2;4;R$ 450.000;;;;;
1037179103;Apartamento com 3 Quartos à Venda, 98m²;Ponta Negra, Natal - RN;R$ 480;98;3;1;3;2;R$ 460.000;;;;;
1037180256;Casa com 4 Quartos à Venda, 315m²;Ponta Negra, Natal - RN;;315;4;4;1;2;R$ 1.620.000;;;;;
1037201016;Apartamento com 3 Quartos à Venda, 130m²;Rua Vereadora Maria Queiroz, 138 - Lagoa Nova, Natal - RN;R$ 650;130;3;3;5;3;R$ 800.000;;;;;
1037202492;Lote/Terreno    à Venda, 1751m²;Ponta Negra, Natal - RN;;1751,--;--;--;--;R$ 2.450.000;;;;;;
1037203857;Apartamento com 3 Quartos à Venda/Aluguel 200m²;Rua Meira Brandão, 634 - Barro Vermelho, Natal - RN;;200;3;3;5;3;R$ 580.000;;;;;
1037203961;Apartamento com 4 Quartos à Venda, 330m²;Rua Joaquim Fabrício, 233 - Petrópolis, Natal - RN;R$ 1.900;330;4;3;6;3;R$ 1.900.000;;;;;
1037206073;Apartamento com 4 Quartos à Venda, 480m²;Avenida Presidente Getúlio Vargas, 450 - Petrópolis, Natal - RN;R$ 2.500;480;4;4;6;4;R$ 5.000.000;;;;;
1037206273;Apartamento com 4 Quartos à Venda, 196m²;Rua Ismael Pereira da Silva, 1515 - Capim Macio, Natal - RN;R$ 1.100;196;4;3;5;4;R$ 1.390.000;;;;;
1037206297;Apartamento com 3 Quartos à Venda, 168m²;Rua dos Tororós, 2300 - Lagoa Nova, Natal - RN;R$ 1.400;168;3;1;3;2;R$ 550.000;;;;;
1037206421;Apartamento com 2 Quartos à Venda, 56m²;Rua Doutor Carlos Passos - Tirol, Natal - RN;R$ 465;56;2;1;2;1;R$ 240.000;;;;;
1037207588;Apartamento com 2 Quartos à Venda, 56m²;Ponta Negra, Natal - RN;;56;2;1;1;1;R$ 230.000;;;;;
1037207596;Apartamento com 2 Quartos à Venda, 56m²;Ponta Negra, Natal - RN;;56;2;1;1;1;R$ 240.000;;;;;
1037207783;Casa com 4 Quartos à Venda, 200m²;Rua Augusto dos Anjos, 2 - Candelária, Natal - RN;;200;4;1;3;6;R$ 242.000;;;;;
1037209648;Apartamento com 3 Quartos à Venda, 75m²;Rua Eletricista Elias Ferreira, 2600 - Candelária, Natal - RN;;75;3;1;1;2;R$ 320.000;;;;;
1037221095;Casa com 7 Quartos à Venda, 300m²;Candelária, Natal - RN;;300;7,--;4;2;R$ 650.000;;;;;;
1037221156;Apartamento com 2 Quartos à Venda, 55m²;Ponta Negra, Natal - RN;;55;2;1;1;1;R$ 289.990;;;;;
1037221389;Apartamento com 2 Quartos à Venda, 55m²;Petrópolis, Natal - RN;;55;2;1;1;1;R$ 230.000;;;;;
1037222815;Galpão/Depósito/Armazém    à Venda, 690m²;Nossa Senhora de Nazaré, Natal - RN;;690;--;--;1;3;R$ 490.000;;;;;
1037239350;Casa com 4 Quartos à Venda, 138m²;Pitimbu, Natal - RN;;138;4;1;1;2;R$ 310.000;;;;;
1037240509;Apartamento com 3 Quartos à Venda, 280m²;Lagoa Nova, Natal - RN;R$ 630;280;3;3;6;4;R$ 1.600.000;;;;;
