id;titulo;logradouro;bairro;cidade;taxa;Area;quartos;suites;banheiros;vagas;preco;soma_comodos;area_comodo;preco_m2
2448328113;Apartamento com 4 Quartos à Venda, 269m²                    ; ;Petrópolis; Natal-RN                                                   ; 905     ; 000269,00; 0004,00;1  ;1,0; ;580000,0;5,0;0,0185873606;2156,1338289963
2448328887;Apartamento com 3 Quartos à Venda, 125m²                    ; ;Lagoa Nova; Natal-RN                                                   ;         ; 000125,00; 0003,00;1  ;1,0; ;470000,0;4,0;0,032;3760,0
2448336469;Apartamento com 2 Quartos para Venda/Aluguel 54m²           ; ;Nossa Senhora de Nazaré; Natal-RN                                                   ; 400     ; 000054,00; 0002,00;1  ;1,0; ;249000,0;3,0;0,0555555556;4611,1111111111
2448338031;Sala/Conjunto com 4 Quartos à Venda, 96m²                   ; ;Lagoa Nova; Natal-RN                                                   ;         ; 000096,00; 0004,00;4  ;4,0; ;800000,0;8,0;0,0833333333;8333,3333333333
2448390932;Sobrado com 3 Quartos à Venda, 140m²                        ; ;Tirol; Natal-RN                                                   ;         ; 000140,00; 0003,00;1  ;1,0; ;299000,0;4,0;0,0285714286;2135,7142857143
2448453230;Casa com 3 Quartos à Venda, 187m²                           ; ;Candelária; Natal-RN                                                   ;         ; 000187,00; 0003,00;3  ;3,0; ;500000,0;6,0;0,0320855615;2673,7967914439
2448454071;Apartamento com 4 Quartos à Venda, 132m²                    ; ;Lagoa Nova; Natal-RN                                                   ; 816,132 ; 000004,00; 0003,00;5  ;2,0; ;650000,0;5,0;1,25;162500,0
2448455603;Casa com 3 Quartos à Venda, 150m²                           ; ;Neópolis; Natal-RN                                                   ;         ; 000150,00; 0003,00;2  ;2,0; ;280000,0;5,0;0,0333333333;1866,6666666667
2448711071;Casa com 3 Quartos à Venda, 94m²                            ; ;Redinha; Natal-RN                                                   ;         ; 000094,00; 0003,00;2  ;1,0; ;150000,0;4,0;0,0425531915;1595,7446808511
2448712447;Apartamento com 3 Quartos à Venda, 85m²                     ; ;Lagoa Nova; Natal-RN                                                   ; 700     ; 000085,00; 0003,00;2  ;; ;230000,0;;;2705,8823529412
2448713510;Imóvel comercial    à Venda, 600m²                          ; ;Ponta Negra; Natal-RN                                                   ;         ; 000600,00;;   ;27,0; ;2800000,0;;;4666,6666666667
2448713521;Casa com 3 Quartos à Venda, 71m²                            ; ;Alecrim; Natal-RN                                                   ;         ; 000071,00; 0003,00;1  ;; ;480000,0;;;6760,5633802817
2449027107;Apartamento com 3 Quartos à Venda, 89m²                     ; ;Candelária; Natal-RN                                                   ; 250     ; 000089,00; 0003,00;2  ;1,0; ;190000,0;4,0;0,0449438202;2134,8314606742
2449141628;Apartamento com 3 Quartos à Venda, 96m²                     ; ;Candelária; Natal-RN                                                   ; 549,96  ; 000003,00; 0001,00;3  ;2,0; ;520000,0;3,0;1,0;173333,3333333333
2449348923;Apartamento com 2 Quartos à Venda, 55m²                     ; ;Pitimbu; Natal-RN                                                   ; 330     ; 000055,00; 0002,00;1  ;1,0; ;230000,0;3,0;0,0545454545;4181,8181818182
2449548283;Apartamento com 4 Quartos à Venda, 158m²                    ; ;Tirol; Natal-RN                                                   ;         ; 000158,00; 0004,00;2  ;2,0; ;380000,0;6,0;0,0379746835;2405,0632911392
2449659398;Casa com 3 Quartos à Venda, 124m²                           ; ;Lagoa Seca; Natal-RN                                                   ;         ; 000124,00; 0003,00;2  ;2,0; ;220000,0;5,0;0,0403225806;1774,1935483871
2449796924;Apartamento com 3 Quartos à Venda, 97m²                     ; ;Alameda das Mansões; 701-Candelária, Natal                                      ; 527,97  ; 000003,00; 0001,00;2  ;2,0; ;460000,0;3,0;1,0;153333,3333333333
2449803661;Apartamento com 3 Quartos à Venda, 120m²                    ; ;Tirol; Natal-RN                                                   ; 604,120 ; 000003,00; 0002,00;3  ;2,0; ;650000,0;4,0;1,3333333333;216666,6666666667
2449856800;Apartamento com 3 Quartos à Venda, 92m²                     ; ;Capim Macio; Natal-RN                                                   ; 687,92  ; 000003,00; 0001,00;1  ;2,0; ;470000,0;3,0;1,0;156666,6666666667
2436980792;Imóvel comercial    à Venda, 357m²                          ;Rua Professor Antônio Campos, 2303;Lagoa Nova; Natal-RN                                                   ;         ; 000357,00;;9  ;2,0; ;550000,0;;;1540,6162464986
2437052777;Imóvel comercial    à Venda, 24m²                           ;Avenida Prudente de Morais, 744;Tirol; Natal-RN                                                   ;         ; 000024,00;;1  ;; ;80000,0;;;3333,3333333333
2437189586;Apartamento com 3 Quartos à Venda, 72m²                     ;Rua Lúcia Viveiros, 649;Neópolis; Natal-RN                                                   ; 411,72  ; 000003,00; 0001,00;2  ;1,0; ;310000,0;2,0;0,6666666667;103333,3333333333
2437260206;Galpão/Depósito/Armazém    à Venda, 363m²                   ;Avenida Rui Barbosa, 1394;Lagoa Nova; Natal-RN                                                   ;         ; 000363,00;;1  ;; ;980000,0;;;2699,7245179063
2437538109;Sala/Conjunto    à Venda/Aluguel 136m²                      ;Avenida Hermes da Fonseca, 848;Tirol; Natal-RN                                                   ;         ; 000136,00;;3  ;2,0; ;1400000,0;;;10294,1176470588
2437666178;Apartamento com 3 Quartos à Venda, 75m²                     ;Avenida das Alagoas, 300;Neópolis; Natal-RN                                                   ; 561,75  ; 000003,00; 0001,00;2  ;2,0; ;370000,0;3,0;1,0;123333,3333333333
2437755083;Casa com 5 Quartos à Venda, 555m²                           ;Rua Antônio Madruga, 1942;Capim Macio; Natal-RN                                                   ;         ; 000555,00; 0005,00;4  ;5,1; ;900000,0;10,1;0,0181981982;1621,6216216216
2437759691;Cobertura com 4 Quartos à Venda, 442m²                      ;Rua Fabrício Pedroza, 1011;Areia Preta; Natal-RN                                                   ; 2.000   ; 000442,00; 0004,00;4  ;5,7; ;2990000,0;9,7;0,0219457014;6764,7058823529
2437842481;Apartamento com 3 Quartos à Venda, 141m²                    ;Rua Alexandre Câmara, 1774;Capim Macio; Natal-RN                                                   ; 701,141 ; 000003,00; 0003,00;5  ;2,0; ;700000,0;5,0;1,6666666667;233333,3333333333
2437935716;Sala/Conjunto    à Venda, 136m²                             ;Avenida Hermes da Fonseca, 848;Tirol; Natal-RN                                                   ;         ; 000136,00;;3  ;2,0; ;1400000,0;;;10294,1176470588
2437966875;Cobertura com 4 Quartos à Venda, 456m²                      ;Avenida Campos Sáles, 414;Petrópolis; Natal-RN                                                   ; 2.360   ; 000456,00; 0004,00;4  ;4,0; ;2600000,0;8,0;0,0175438596;5701,7543859649
2438147491;Apartamento com 2 Quartos à Venda, 60m²                     ;Rua Fabrício Pedroza, 96;Areia Preta; Natal-RN                                                   ;         ; 000060,00; 0002,00;1  ;1,0; ;150000,0;3,0;0,05;2500,0
2438668589;Apartamento com 3 Quartos à Venda, 99m²                     ;Rua Lúcia Viveiros, 1155;Neópolis; Natal-RN                                                   ; 635,99  ; 000003,00; 0001,00;2  ;2,0; ;450000,0;3,0;1,0;150000,0
2438669875;Apartamento com 4 Quartos à Venda, 120m²                    ;Rua Valter Fernandes, 1853;Capim Macio; Natal-RN                                                   ; 491,120 ; 000004,00; 0002,00;4  ;2,0; ;670000,0;4,0;1,0;167500,0
2438750884;Apartamento com 4 Quartos à Venda, 120m²                    ;Rua Valter Fernandes, 1853;Capim Macio; Natal-RN                                                   ; 491,120 ; 000004,00; 0002,00;4  ;2,0; ;670000,0;4,0;1,0;167500,0
2439035385;Apartamento com 3 Quartos à Venda, 92m²                     ;Rua Lúcia Viveiros, 649;Neópolis; Natal-RN                                                   ; 495,92  ; 000003,00; 0001,00;3  ;2,0; ;450000,0;3,0;1,0;150000,0
2439203983;Sobrado com 3 Quartos à Venda, 128m²                        ;Rua Doutor Jacob Wolfson, 656;Tirol; Natal-RN                                                   ;         ; 000128,00; 0003,00;3  ;2,0; ;340000,0;5,0;0,0390625;2656,25
2439488881;Cobertura com 3 Quartos à Venda, 159m²                      ;Rua Morais Navarro, 55;Lagoa Nova; Natal-RN                                                   ; 717,159 ; 000003,00; 0001,00;3  ;3,0; ;850000,0;4,0;1,3333333333;283333,3333333333
2439616822;Flat com  Quarto à Venda, 38m²                              ;Rua Francisco Gurgel;Ponta Negra; Natal-RN                                                   ; 900     ; 000038,00; 0001,00;1  ;1,0; ;144900,0;2,0;0,0526315789;3813,1578947368
2440931977;Cobertura com 4 Quartos à Venda, 399m²                      ;Avenida Governador Sílvio Pedroza, 232;Areia Preta; Natal-RN                                                   ; 2.400   ; 000399,00; 0004,00;3  ;5,0; ;2800000,0;9,0;0,022556391;7017,5438596491
2441034682;Apartamento com 3 Quartos à Venda, 94m²                     ;Rua das Perdizes, 7979;Pitimbu; Natal-RN                                                   ; 499,94  ; 000003,00; 0001,00;3  ;2,0; ;368000,0;3,0;1,0;122666,6666666667
2441093190;Ponto comercial/Loja/Box com 12 Quartos à Venda/Aluguel 525m;Rua Presidente Quaresma, 663;Alecrim; Natal-RN                                                   ;         ; 000525,12; 0002,00;5  ;2,0; ;780000,0;4,0;0,0076173065;1485,3747714808
2441712410;Casa com 3 Quartos à Venda, 283m²                           ;Rua Énico Monteiro, 2009;Capim Macio; Natal-RN                                                   ;         ; 000283,00; 0003,00;3  ;6,0; ;550000,0;9,0;0,0318021201;1943,4628975265
2442042688;Apartamento com 4 Quartos à Venda, 130m²                    ;Avenida Governador Sílvio Pedroza, 250;Areia Preta; Natal-RN                                                   ; 1,130   ; 000004,00; 0004,00;3  ;2,0; ;750000,0;6,0;1,5;187500,0
2442192078;Casa com 3 Quartos à Venda, 80m²                            ;Rua Vereador Manoel Coringa de Lemos, 282;Ponta Negra; Natal-RN                                                   ;         ; 000080,00; 0003,00;1  ;3,0; ;500000,0;6,0;0,075;6250,0
2442206175;Apartamento com 4 Quartos à Venda, 179m²                    ;Rua Mipibu, 440;Petrópolis; Natal-RN                                                   ; 1.311,17; 000004,00; 0004,00;6  ;3,0; ;650000,0;7,0;1,75;162500,0
2442403516;Flat com  Quarto à Venda, 78m²                              ;Rua da Praia;Ponta Negra; Natal-RN                                                   ; 1.135,78; 000001,00; 0001,00;1  ;1,0; ;180000,0;2,0;2,0;180000,0
2442424174;Apartamento com 4 Quartos à Venda, 164m²                    ;Avenida Campos Sales, 410;Petrópolis; Natal-RN                                                   ;         ; 000164,00; 0004,00;4  ;3,0; ;1100000,0;7,0;0,0426829268;6707,3170731707
2442424650;Apartamento com 3 Quartos à Venda, 196m²                    ;Rua Ismael Pereira da Silva, 1515;Capim Macio; Natal-RN                                                   ;         ; 000196,00; 0003,00;3  ;5,0; ;1050000,0;8,0;0,0408163265;5357,1428571429
2442495697;Apartamento com 3 Quartos à Venda, 86m²                     ;Rua Raimundo de Medeiros Dantas;Neópolis; Natal-RN                                                   ; 150     ; 000086,00; 0003,00;1  ;1,0; ;140000,0;4,0;0,0465116279;1627,9069767442
2442498576;Imóvel comercial    à Venda, 439m²                          ;Avenida Governador Sílvio Pedroza, 41;Areia Preta; Natal-RN                                                   ;         ; 000439,00;;   ;4,0; ;839900,0;;;1913,2118451025
2442606789;Apartamento com 3 Quartos à Venda, 65m²                     ;Rua Alexandre Câmara, 1756;Capim Macio; Natal-RN                                                   ; 240     ; 000065,00; 0003,00;2  ;1,0; ;160000,0;4,0;0,0615384615;2461,5384615385
2442612178;Casa com 3 Quartos à Venda, 90m²                            ;Rua Rodrigues Dias, 455;Praia do Meio; Natal-RN                                                   ;         ; 000090,00; 0003,00;2  ;2,0; ;235000,0;5,0;0,0555555556;2611,1111111111
62964251;Apartamento com 2 Quartos à Venda, 49m²                     ;Avenida dos Caiapós;Pitimbu; Natal-RN                                                   ;         ; 000049,00; 0002,00;1  ;1,0;1;218402,0;3,0;0,0612244898;4457,1836734694
62964270;Apartamento com 3 Quartos à Venda, 92m²                     ;Rua Lúcia Viveiros;Neópolis; Natal-RN                                                   ;         ; 000092,00; 0003,00;1  ;1,0;1;484807,0;4,0;0,0434782609;5269,6413043478
63013315;Apartamento com 3 Quartos à Venda, 196m²                    ;Rua Ismael Pereira da Silva;Capim Macio; Natal-RN                                                   ; 1.200   ; 000196,00; 0003,00;3  ;5,0;4;1400000,0;8,0;0,0408163265;7142,8571428571
63013437;Apartamento com 3 Quartos à Venda, 75m²                     ;Rua Princesa Isabel, 816;Cidade Alta; Natal-RN                                                   ; 350     ; 000075,00; 0003,00;1  ;3,0;2;310000,0;6,0;0,08;4133,3333333333
63076155;Apartamento com 4 Quartos à Venda, 208m²                    ;Avenida Prudente de Morais;Tirol; Natal-RN                                                   ;         ; 000208,00; 0004,00;3  ;4,0;4;1650000,0;8,0;0,0384615385;7932,6923076923
63273716;Apartamento com 4 Quartos à Venda, 208m²                    ;Avenida Prudente de Morais;Tirol; Natal-RN                                                   ;         ; 000208,00; 0004,00;3  ;5,0;4;1400000,0;9,0;0,0432692308;6730,7692307692
63285189;Apartamento com 3 Quartos à Venda, 92m²                     ;Rua Alexandre Câmara;Capim Macio; Natal-RN                                                   ;         ; 000092,00; 0003,00;1  ;3,0;2;450000,0;6,0;0,0652173913;4891,3043478261
63288767;Apartamento com 3 Quartos à Venda, 75m²                     ;Rua Teotônio Freire, 75;Ribeira; Natal-RN                                                   ; 300     ; 000075,00; 0003,00;1  ;2,0;2;250000,0;5,0;0,0666666667;3333,3333333333
63290666;Flat com  Quarto à Venda, 28m²                              ;Avenida Praia de Pirangi, 2182;Ponta Negra; Natal-RN                                                   ;         ; 000028,00; 0001,00;1  ;1,0;1;178750,0;2,0;0,0714285714;6383,9285714286
63299047;Apartamento com 2 Quartos à Venda, 54m²                     ;Rua Antônio Lourenço, 270;Ponta Negra; Natal-RN                                                   ; 200     ; 000054,00; 0002,00;1  ;1,0;1;200000,0;3,0;0,0555555556;3703,7037037037
63340323;Apartamento com 3 Quartos à Venda, 114m²                    ;Rua Padre João Damasceno;Lagoa Nova; Natal-RN                                                   ;         ; 000114,00; 0003,00;3  ;1,0;2;700000,0;4,0;0,0350877193;6140,350877193
63361158;Casa com 3 Quartos à Venda, 10m²                            ;Rua Abaeté, 1557;Capim Macio; Natal-RN                                                   ;         ; 000010,00; 0003,00;1  ;1,0;2;400000,0;4,0;0,4;40000,0
63364783;Apartamento com 2 Quartos à Venda, 59m²                     ;Avenida Deputado Antônio Florêncio de Queiroz, 2995;Ponta Negra; Natal-RN                                                   ;         ; 000059,00; 0002,00;1  ;2,0;1;260000,0;4,0;0,0677966102;4406,7796610169
63364927;Apartamento com 4 Quartos à Venda, 279m²                    ;Rua Pinto Martins, 1025;Areia Preta; Natal-RN                                                   ; 1.811   ; 000279,00; 0004,00;4  ;1,0;4;1770000,0;5,0;0,017921147;6344,0860215054
63365053;Apartamento com 2 Quartos à Venda, 55m²                     ;Rua Antônio Madruga, 1959;Capim Macio; Natal-RN                                                   ; 260     ; 000055,00; 0002,00;1  ;1,0;2;357000,0;3,0;0,0545454545;6490,9090909091
63365193;Apartamento com 3 Quartos à Venda, 75m²                     ;Rua Teotônio Freire, 34;Ribeira; Natal-RN                                                   ; 330     ; 000075,00; 0003,00;1  ;1,0;2;260000,0;4,0;0,0533333333;3466,6666666667
63430707;Apartamento com 3 Quartos à Venda, 72m²                     ;Rua Lúcia Viveiros;Neópolis; Natal-RN                                                   ;         ; 000072,00; 0003,00;1  ;2,0;1;350000,0;5,0;0,0694444444;4861,1111111111
63493275;Apartamento com 2 Quartos à Venda, 67m²                     ;Rua Lúcia Viveiros;Neópolis; Natal-RN                                                   ; 256     ; 000067,00; 0002,00;1  ;2,0;1;300000,0;4,0;0,0597014925;4477,6119402985
63554289;Apartamento com 3 Quartos à Venda, 215m²                    ;Avenida Campos Sales;Tirol; Natal-RN                                                   ;         ; 000215,00; 0003,00;3  ;3,0;3;1650000,0;6,0;0,0279069767;7674,4186046512
63569538;Apartamento com 2 Quartos à Venda, 56m²                     ;Rua Planalto;Planalto; Natal-RN                                                   ;         ; 000056,00; 0002,00;1  ;2,0;1;120000,0;4,0;0,0714285714;2142,8571428571
63632991;Apartamento com 3 Quartos à Venda, 180m²                    ;Avenida Governador Sílvio Pedroza;Areia Preta; Natal-RN                                                   ; 1.400   ; 000180,00; 0003,00;3  ;5,0;3;900000,0;8,0;0,0444444444;5000,0
63649789;Apartamento com 3 Quartos à Venda, 161m²                    ;Avenida Hermes da Fonseca;Petrópolis; Natal-RN                                                   ; 1.200   ; 000161,00; 0003,00;3  ;3,0;2;550000,0;6,0;0,0372670807;3416,149068323
63818917;Casa com 3 Quartos à Venda, 230m²                           ;Rua das Gaivotas;Pitimbu; Natal-RN                                                   ;         ; 000230,00; 0003,00;3  ;3,0;3;300000,0;6,0;0,0260869565;1304,347826087
63840596;Casa com 4 Quartos à Venda, 320m²                           ;Rua Alcindo Dias de Oliveira, 90;Capim Macio; Natal-RN                                                   ;         ; 000320,00; 0004,00;4  ;1,0;3;450000,0;5,0;0,015625;1406,25
63845287;Apartamento com 2 Quartos à Venda, 56m²                     ;Avenida Engenheiro Roberto Freire, 3112;Ponta Negra; Natal-RN                                                   ; 500     ; 000056,00; 0002,00;2  ;3,0;1;360000,0;5,0;0,0892857143;6428,5714285714
63851785;Apartamento com 2 Quartos à Venda, 57m²                     ;Rua Engenheiro Vulpiano Cavalcanti Filho;Rocas; Natal-RN                                                   ; 300     ; 000057,00; 0002,00;1  ;2,0;2;250000,0;4,0;0,0701754386;4385,9649122807
63851787;Sala/Conjunto    à Venda, 250m²                             ;Rua Maxaranguape;Tirol; Natal-RN                                                   ;         ; 000250,00;;   ;2,0;3;650000,0;;;2600,0
64069475;Apartamento com 3 Quartos à Venda, 245m²                    ;Avenida Nilo Peçanha, 289;Petrópolis; Natal-RN                                                   ; 1.200   ; 000245,00; 0003,00;3  ;4,0;3;1080000,0;7,0;0,0285714286;4408,1632653061
64165481;Apartamento com 3 Quartos à Venda, 75m²                     ;Rua Ilha das Flores;Redinha; Natal-RN                                                   ; 350     ; 000075,00; 0003,00;1  ;2,0;2;210000,0;5,0;0,0666666667;2800,0
64287680;Apartamento com 3 Quartos para Venda/Aluguel 92m²           ;Rua Alexandre Câmara, 1977;Capim Macio; Natal-RN                                                   ; 530     ; 000092,00; 0003,00;1  ;3,0;2;450000,0;6,0;0,0652173913;4891,3043478261
64374809;Apartamento com 4 Quartos à Venda, 282m²                    ;Avenida Governador Sílvio Pedroza, 246;Areia Preta; Natal-RN                                                   ;         ; 000282,00; 0004,00;4  ;6,0;4;2550000,0;10,0;0,0354609929;9042,5531914894
64405394;Apartamento com 4 Quartos à Venda, 166m²                    ;Rua Morais Navarro, 247;Lagoa Nova; Natal-RN                                                   ; 640     ; 000166,00; 0004,00;3  ;3,0;2;720000,0;7,0;0,0421686747;4337,3493975904
64493430;Apartamento com 3 Quartos à Venda, 87m²                     ;Avenida Capitão-mor Gouveia;Lagoa Nova; Natal-RN                                                   ; 330     ; 000087,00; 0003,00;1  ;2,0;2;380000,0;5,0;0,0574712644;4367,816091954
64502937;Apartamento com 2 Quartos à Venda, 56m²                     ;Avenida Amintas Barros, 990;Lagoa Nova; Natal-RN                                                   ; 350     ; 000056,00; 0002,00;1  ;2,0;1;209000,0;4,0;0,0714285714;3732,1428571429
64502987;Apartamento com 2 Quartos à Venda, 52m²                     ;Rua Doutor Pedro Lopes Cardoso;Pajuçara; Natal-RN                                                   ; 120     ; 000052,00; 0002,00;   ;1,0;1;135000,0;3,0;0,0576923077;2596,1538461538
64503095;Apartamento com 4 Quartos à Venda, 112m²                    ;Avenida Engenheiro Roberto Freire;Ponta Negra; Natal-RN                                                   ; 500     ; 000112,00; 0004,00;2  ;3,0;2;630000,0;7,0;0,0625;5625,0
64507043;Apartamento com 2 Quartos à Venda, 54m²                     ;Rua da Lagosta;Ponta Negra; Natal-RN                                                   ; 300     ; 000054,00; 0002,00;2  ;2,0;1;199000,0;4,0;0,0740740741;3685,1851851852
64581568;Apartamento com 3 Quartos à Venda, 94m²                     ;Rua da Lagosta;Ponta Negra; Natal-RN                                                   ; 500     ; 000094,00; 0003,00;1  ;3,0;2;419000,0;6,0;0,0638297872;4457,4468085106
64582417;Apartamento com 3 Quartos à Venda, 170m²                    ;Rua Tereza Campos;Lagoa Nova; Natal-RN                                                   ;         ; 000170,00; 0003,00;3  ;4,0;2;485000,0;7,0;0,0411764706;2852,9411764706
64582902;Apartamento com 2 Quartos à Venda, 58m²                     ;Rua Jornalista Francisco Sinedino;Lagoa Nova; Natal-RN                                                   ;         ; 000058,00; 0002,00;1  ;2,0;2;299900,0;4,0;0,0689655172;5170,6896551724
64604399;Apartamento com 2 Quartos à Venda/Aluguel 55m²              ;Avenida Engenheiro Roberto Freire, 4382;Ponta Negra; Natal-RN                                                   ; 438     ; 000055,00; 0002,00;1  ;2,0;1;399000,0;4,0;0,0727272727;7254,5454545455
64608680;Apartamento com 2 Quartos à Venda/Aluguel 55m²              ;Avenida Engenheiro Roberto Freire, 4382;Ponta Negra; Natal-RN                                                   ; 408     ; 000055,00; 0002,00;1  ;2,0;1;450000,0;4,0;0,0727272727;8181,8181818182
64633543;Flat com  Quarto à Venda, 26m²                              ;Rua Sergipe;Ponta Negra; Natal-RN                                                   ; 250     ; 000026,00; 0001,00;   ;1,0;1;130000,0;2,0;0,0769230769;5000,0
64685365;Apartamento com 3 Quartos à Venda, 136m²                    ;Avenida Nascimento de Castro;Dix-sept Rosado; Natal-RN                                                   ;         ; 000136,00; 0003,00;3  ;4,0;3;784000,0;7,0;0,0514705882;5764,7058823529
64731743;Apartamento com 2 Quartos à Venda, 64m²                     ;Rua Lúcia Viveiros;Neópolis; Natal-RN                                                   ;         ; 000064,00; 0002,00;1  ;2,0;2;268000,0;4,0;0,0625;4187,5
64733935;Apartamento com 4 Quartos à Venda, 160m²                    ;Avenida Nascimento de Castro;Dix-sept Rosado; Natal-RN                                                   ;         ; 000160,00; 0004,00;3  ;5,0;3;790000,0;9,0;0,05625;4937,5
64739131;Flat com  Quarto à Venda, 45m²                              ;Avenida Presidente Getúlio Vargas, 788;Petrópolis; Natal-RN                                                   ; 1.123   ; 000045,00; 0001,00;1  ;1,0;1;199000,0;2,0;0,0444444444;4422,2222222222
64739375;Apartamento com 4 Quartos à Venda, 186m²                    ;Avenida Hermes da Fonseca, 1142;Tirol; Natal-RN                                                   ; 1.350   ; 000186,00; 0004,00;3  ;5,0;2;750000,0;9,0;0,0483870968;4032,2580645161
64909235;Apartamento com 2 Quartos à Venda, 56m²                     ;Rua Alice Azevedo, 30;Capim Macio; Natal-RN                                                   ; 300     ; 000056,00; 0002,00;1  ;2,0;1;240000,0;4,0;0,0714285714;4285,7142857143
65148323;Apartamento com 3 Quartos à Venda, 200m²                    ;Rua Sachet, 282;Ribeira; Natal-RN                                                   ;         ; 000200,00; 0003,00;3  ;4,0;3;900000,0;7,0;0,035;4500,0
65419267;Apartamento com 2 Quartos à Venda, 59m²                     ;Rua Sergipe;Ponta Negra; Natal-RN                                                   ; 300     ; 000059,00; 0002,00;1  ;2,0;1;265000,0;4,0;0,0677966102;4491,5254237288
65422791;Apartamento com 3 Quartos à Venda, 101m²                    ;Rua Candelária, 3206;Candelária; Natal-RN                                                   ;         ; 000101,00; 0003,00;1  ;3,0;2;380000,0;6,0;0,0594059406;3762,3762376238
65690462;Apartamento com 4 Quartos à Venda, 109m²                    ;Rua Missionário Gunnar Vingren, 1799;Capim Macio; Natal-RN                                                   ; 500     ; 000109,00; 0004,00;2  ;3,0;2;499000,0;7,0;0,0642201835;4577,9816513761
65801775;Apartamento com 3 Quartos à Venda, 141m²                    ;Rua Alexandre Câmara, 1774;Capim Macio; Natal-RN                                                   ;         ; 000141,00; 0003,00;3  ;4,0;2;750000,0;7,0;0,0496453901;5319,1489361702
66086185;Apartamento com 4 Quartos à Venda, 118m²                    ;Rua Conselheiro Brito Guerra, 1295;Tirol; Natal-RN                                                   ; 320     ; 000118,00; 0004,00;1  ;2,0;1;220000,0;6,0;0,0508474576;1864,406779661
66090538;Apartamento com 4 Quartos à Venda, 170m²                    ;Rua dos Tororós, 730;Lagoa Nova; Natal-RN                                                   ; 950     ; 000170,00; 0004,00;4  ;4,0;3;1000000,0;8,0;0,0470588235;5882,3529411765
66110893;Apartamento com 2 Quartos à Venda, 56m²                     ;Rua Capitão Abdon Nunes, 824;Tirol; Natal-RN                                                   ; 380     ; 000056,00; 0002,00;1  ;2,0;1;280000,0;4,0;0,0714285714;5000,0
66233527;Apartamento com 2 Quartos à Venda, 55m²                     ;Rua Praia Farol da Barra, 161;Ponta Negra; Natal-RN                                                   ; 600     ; 000055,00; 0002,00;1  ;2,0;1;450000,0;4,0;0,0727272727;8181,8181818182
66309690;Apartamento com 3 Quartos à Venda, 151m²                    ;Avenida Prudente de Morais;Petrópolis; Natal-RN                                                   ; 600     ; 000151,00; 0003,00;1  ;3,0;1;200000,0;6,0;0,0397350993;1324,5033112583
66378605;Casa de condomínio com 6 Quartos à Venda/Aluguel 1200m²     ;Rua Jaguarari, 4850;Candelária; Natal-RN                                                   ; 1.500   ; 001200,00; 0006,00;6  ;8,0;8;4000000,0;14,0;0,0116666667;3333,3333333333
66447795;Apartamento com 4 Quartos à Venda, 119m²                    ;Rua Morais Navarro;Lagoa Nova; Natal-RN                                                   ;         ; 000119,00; 0004,00;4  ;4,0;2;720000,0;8,0;0,0672268908;6050,4201680672
66448405;Apartamento com 2 Quartos à Venda, 55m²                     ;Rua Joaquim Eduardo de Farias, 213;Ponta Negra; Natal-RN                                                   ; 300     ; 000055,00; 0002,00;1  ;2,0;1;180000,0;4,0;0,0727272727;3272,7272727273
66549513;Flat com  Quarto à Venda/Aluguel 40m²                       ;Rua Manoel Messias Soares, 47;Capim Macio; Natal-RN                                                   ; 150     ; 000040,00; 0001,00;   ;1,0;1;130000,0;2,0;0,05;3250,0
66592094;Casa com 3 Quartos à Venda, 176m²                           ;Rua Professor Paulo Viêira Nobre, 1652;Lagoa Nova; Natal-RN                                                   ;         ; 000176,00; 0003,00;1  ;2,0;3;550000,0;5,0;0,0284090909;3125,0
66736707;Apartamento com 3 Quartos à Venda, 141m²                    ;Rua Alexandre Câmara, 1774;Capim Macio; Natal-RN                                                   ; 720     ; 000141,00; 0003,00;3  ;4,0;2;820000,0;7,0;0,0496453901;5815,6028368794
66779894;Lote/Terreno    à Venda, 300m²                              ;Rua Aníbal Correia;Candelária; Natal-RN                                                   ;         ; 000300,00;;   ;;;220000,0;;;733,3333333333
66904473;Flat com  Quarto à Venda, 38m²                              ;Avenida Governador Sílvio Pedroza, 228;Areia Preta; Natal-RN                                                   ; 700     ; 000038,00; 0001,00;1  ;1,0;1;180000,0;2,0;0,0526315789;4736,8421052632
67185477;Apartamento com 3 Quartos à Venda, 114m²                    ;Rua Antídio de Azevedo;Lagoa Nova; Natal-RN                                                   ;         ; 000114,00; 0003,00;3  ;4,0;2;780000,0;7,0;0,0614035088;6842,1052631579
67185487;Apartamento com 2 Quartos à Venda, 54m²                     ;Rua Antídio de Azevedo;Lagoa Nova; Natal-RN                                                   ;         ; 000054,00; 0002,00;1  ;1,0;1;245000,0;3,0;0,0555555556;4537,037037037
67185508;Apartamento com 5 Quartos à Venda, 480m²                    ;Avenida Nilo Peçanha;Petrópolis; Natal-RN                                                   ;         ; 000480,00; 0005,00;5  ;6,0;3;4800000,0;11,0;0,0229166667;10000,0
67221906;Apartamento com 4 Quartos à Venda, 120m²                    ;Rua Walter Fernandes, 1853;Capim Macio; Natal-RN                                                   ;         ; 000120,00; 0004,00;2  ;1,0;2;645000,0;5,0;0,0416666667;5375,0
67315934;Apartamento com 4 Quartos à Venda, 246m²                    ;Avenida Xavier da Silveira;Tirol; Natal-RN                                                   ; 1.800   ; 000246,00; 0004,00;4  ;4,0;3;850000,0;8,0;0,0325203252;3455,2845528455
