id;titulo;logradouro;bairro;cidade;taxa;Area;quartos;suites;banheiros;vagas;preco;soma_comodos;area_comodo;preco_m2
1178575480;Apartamento com 4 Quartos à Venda, 119m²                    ;Rua Morais Navarro;Lagoa Nova; Natal-RN                                                   ; 600     ; 000119,00; 0004,00;2  ;4,0;2;650000,0;8,0;0,0672268908;5462,1848739496
1178585477;Apartamento com 3 Quartos à Venda, 123m²                    ;Rua dos Potiguares, 365;Lagoa Nova; Natal-RN                                                   ; 700     ; 000123,00; 0003,00;3  ;5,0;2;450000,0;8,0;0,0650406504;3658,5365853659
1178605477;Apartamento com 3 Quartos à Venda, 120m²                    ;Rua Ana Néri, 351;Petrópolis; Natal-RN                                                   ; 700     ; 000120,00; 0003,00;3  ;5,0;3;690000,0;8,0;0,0666666667;5750,0
1178735480;Imóvel comercial com  Quarto à Venda, 34m²                  ;Rua Ceará Mirim;Tirol; Natal-RN                                                   ;         ; 000034,00; 0001,00;   ;;;258000,0;;;7588,2352941176
1183555478;Apartamento com 3 Quartos à Venda, 126m²                    ;Rua Professora Dirce Coutinho, 1895;Capim Macio; Natal-RN                                                   ; 800     ; 000126,00; 0003,00;1  ;3,0;2;300000,0;6,0;0,0476190476;2380,9523809524
1183635479;Apartamento com 2 Quartos à Venda, 53m²                     ;Rua São Expedito, 768;Pajuçara; Natal-RN                                                   ; 200     ; 000053,00; 0002,00;   ;1,0;1;110000,0;3,0;0,0566037736;2075,4716981132
1184035481;Apartamento com 2 Quartos à Venda, 51m²                     ;Rua Adolfo Gordo, 1035;Cidade da Esperança; Natal-RN                                                   ; 369     ; 000051,00; 0002,00;1  ;2,0;1;200000,0;4,0;0,0784313725;3921,568627451
1184135479;Apartamento com 2 Quartos à Venda, 57m²                     ;Rua Doutor Carlos Passos, 1746;Tirol; Natal-RN                                                   ; 515     ; 000057,00; 0002,00;1  ;2,0;1;240000,0;4,0;0,0701754386;4210,5263157895
1184405474;Apartamento com 3 Quartos à Venda, 172m²                    ;Avenida Bernardo Vieira, 4355;Tirol; Natal-RN                                                   ; 1.700   ; 000172,00; 0003,00;3  ;5,0;3;750000,0;8,0;0,0465116279;4360,4651162791
1184845482;Apartamento com 3 Quartos à Venda, 103m²                    ;Rua Mipibu, 741;Petrópolis; Natal-RN                                                   ; 520     ; 000103,00; 0003,00;1  ;1,0;2;455000,0;4,0;0,0388349515;4417,4757281553
1185025481;Apartamento com 3 Quartos à Venda, 90m²                     ;Rua Guilherme Tinoco, 1265;Barro Vermelho; Natal-RN                                                   ; 642     ; 000090,00; 0003,00;1  ;2,0;2;460000,0;5,0;0,0555555556;5111,1111111111
1194535481;Apartamento com 3 Quartos à Venda, 150m²                    ;Avenida da Integração, 2159;Pajuçara; Natal-RN                                                   ;         ; 000150,00; 0003,00;2  ;3,0;2;340000,0;6,0;0,04;2266,6666666667
1194695478;Apartamento com 4 Quartos à Venda, 282m²                    ;Avenida Governador Sílvio Pedroza;Areia Preta; Natal-RN                                                   ; 1.500   ; 000282,00; 0004,00;4  ;5,0;4;2700000,0;9,0;0,0319148936;9574,4680851064
1194705473;Apartamento com 2 Quartos à Venda, 64m²                     ;Rua Júlio Gomes Moreira, 5;Barro Vermelho; Natal-RN                                                   ; 550     ; 000064,00; 0002,00;1  ;2,0;1;220000,0;4,0;0,0625;3437,5
1206955482;Apartamento com 2 Quartos à Venda, 58m²                     ;Rua Jornalista Francisco Sinedino;Lagoa Nova; Natal-RN                                                   ;         ; 000058,00; 0002,00;1  ;2,0;1;330000,0;4,0;0,0689655172;5689,6551724138
1210895480;Apartamento com 2 Quartos à Venda, 55m²                     ;Rua Ferro Cardoso, sn;Ribeira; Natal-RN                                                   ;         ; 000055,00; 0002,00;1  ;2,0;1;210000,0;4,0;0,0727272727;3818,1818181818
1212925481;Casa de condomínio com 4 Quartos à Venda, 370m²             ;Rua Aguinaldo Gurgel Júnior, 2061;Candelária; Natal-RN                                                   ; 1.500   ; 000370,00; 0004,00;4  ;6,0;3;1150000,0;10,0;0,027027027;3108,1081081081
1213025481;Apartamento com 2 Quartos à Venda, 62m²                     ;Rua Paracati, 545;Planalto; Natal-RN                                                   ; 260     ; 000062,00; 0002,00;1  ;2,0;1;146000,0;4,0;0,064516129;2354,8387096774
1213405479;Apartamento com 3 Quartos à Venda, 103m²                    ;Avenida Amintas Barros, 2070;Lagoa Nova; Natal-RN                                                   ;         ; 000103,00; 0003,00;3  ;5,0;2;500000,0;8,0;0,0776699029;4854,3689320388
1226255476;Apartamento com 3 Quartos à Venda, 164m²                    ;Avenida Governador Sílvio Pedroza, 150;Areia Preta; Natal-RN                                                   ; 1.050   ; 000164,00; 0003,00;3  ;5,0;2;970000,0;8,0;0,0487804878;5914,6341463415
1234295473;Casa de condomínio com 4 Quartos à Venda, 360m²             ;Rua Doutor Múcio Villar Ribeiro Dantas, 500;Ponta Negra; Natal-RN                                                   ; 1.000   ; 000360,00; 0004,00;4  ;6,0;4;1700000,0;10,0;0,0277777778;4722,2222222222
1234825482;Lote/Terreno    à Venda, 560m²                              ;Rua Pintor Newton Navarro;Pitimbu; Natal-RN                                                   ;         ; 000560,00;;   ;;;260000,0;;;464,2857142857
1239945476;Apartamento com 3 Quartos à Venda, 98m²                     ;Avenida Governador Juvenal Lamartine, 800;Tirol; Natal-RN                                                   ; 728     ; 000098,00; 0003,00;1  ;3,0;1;510000,0;6,0;0,0612244898;5204,0816326531
1240025478;Apartamento com 2 Quartos à Venda, 49m²                     ;Avenida dos Caiapós, 1945;Pitimbu; Natal-RN                                                   ; 290     ; 000049,00; 0002,00;   ;1,0;1;145000,0;3,0;0,0612244898;2959,1836734694
1240065487;Casa de condomínio com 2 Quartos à Venda, 57m²              ;Rua Maranata;Planalto; Natal-RN                                                   ;         ; 000057,00; 0002,00;   ;2,0;1;168000,0;4,0;0,0701754386;2947,3684210526
1240205586;Apartamento com 4 Quartos à Venda, 140m²                    ;Travessa Progresso, 646;Barro Vermelho; Natal-RN                                                   ;         ; 000140,00; 0004,00;3  ;3,0;2;790000,0;7,0;0,05;5642,8571428571
1244815489;Apartamento com 2 Quartos à Venda, 56m²                     ;Rua da Lagosta;Ponta Negra; Natal-RN                                                   ; 200     ; 000056,00; 0002,00;   ;1,0;1;135000,0;3,0;0,0535714286;2410,7142857143
1244925490;Apartamento com 3 Quartos à Venda, 87m²                     ;Rua Anísio de Souza, 2556;Candelária; Natal-RN                                                   ; 440     ; 000087,00; 0003,00;1  ;3,0;2;390000,0;6,0;0,0689655172;4482,7586206897
1247085479;Apartamento com 3 Quartos à Venda, 119m²                    ;Rua Morais Navarro, 55;Lagoa Nova; Natal-RN                                                   ; 500     ; 000119,00; 0003,00;3  ;5,0;2;650000,0;8,0;0,0672268908;5462,1848739496
1264235474;Apartamento com 3 Quartos à Venda, 100m²                    ;Rua Trairi;Petrópolis; Natal-RN                                                   ; 550     ; 000100,00; 0003,00;1  ;2,0;2;550000,0;5,0;0,05;5500,0
1264705481;Apartamento com  Quarto à Venda, 40m²                       ;Rua Amaro Mesquita;Lagoa Nova; Natal-RN                                                   ;         ; 000040,00; 0001,00;1  ;1,0;1;385749,0;2,0;0,05;9643,725
1266205480;Apartamento com 3 Quartos à Venda, 120m²                    ;Rua Ana Néri;Petrópolis; Natal-RN                                                   ; 750     ; 000120,00; 0003,00;1  ;3,0;2;690000,0;6,0;0,05;5750,0
1266455473;Apartamento com 2 Quartos à Venda, 58m²                     ;Rua Osvaldo Fortes do Rêgo, 155;Ponta Negra; Natal-RN                                                   ;         ; 000058,00; 0002,00;1  ;2,0;1;239000,0;4,0;0,0689655172;4120,6896551724
1266475480;Apartamento com 3 Quartos à Venda, 78m²                     ;Rua Osvaldo Fortes do Rêgo, 155;Ponta Negra; Natal-RN                                                   ;         ; 000078,00; 0003,00;1  ;3,0;2;319000,0;6,0;0,0769230769;4089,7435897436
1267005481;Apartamento com 4 Quartos à Venda, 193m²                    ;Rua Epitácio Andrade;Barro Vermelho; Natal-RN                                                   ; 750     ; 000193,00; 0004,00;3  ;4,0;2;750000,0;8,0;0,0414507772;3886,0103626943
1269455508;Imóvel comercial    à Venda/Aluguel 300m²                   ;Avenida Bernardo Vieira, 1727;Alecrim; Natal-RN                                                   ;         ; 000300,00;;   ;1,0;;500000,0;;;1666,6666666667
1269645479;Casa de condomínio com 3 Quartos à Venda, 144m²             ;Rua Lúcia Viveiros, 615;Neópolis; Natal-RN                                                   ;         ; 000144,00; 0003,00;3  ;4,0;2;430000,0;7,0;0,0486111111;2986,1111111111
1275985481;Apartamento com 3 Quartos à Venda, 158m²                    ;Rua Antônio Farache;Capim Macio; Natal-RN                                                   ; 1.000   ; 000158,00; 0003,00;3  ;5,0;3;890000,0;8,0;0,0506329114;5632,9113924051
1276325476;Apartamento com 3 Quartos à Venda, 200m²                    ;Rua Apodi, 822;Tirol; Natal-RN                                                   ; 1.300   ; 000200,00; 0003,00;2  ;3,0;2;370000,0;6,0;0,03;1850,0
1278115475;Apartamento com 2 Quartos à Venda, 55m²                     ;Rua Engenheiro João Hélio Alves Rocha;Planalto; Natal-RN                                                   ;         ; 000055,00; 0002,00;   ;1,0;;40000,0;3,0;0,0545454545;727,2727272727
1278645474;Apartamento com 3 Quartos à Venda, 60m²                     ;Rua Caminho de Areia, 608;Pajuçara; Natal-RN                                                   ;         ; 000060,00; 0003,00;1  ;2,0;1;154000,0;5,0;0,0833333333;2566,6666666667
1283975473;Apartamento com 3 Quartos à Venda, 123m²                    ;Rua dos Potiguares;Lagoa Nova; Natal-RN                                                   ; 750     ; 000123,00; 0003,00;3  ;5,0;2;440000,0;8,0;0,0650406504;3577,2357723577
1286575485;Casa com 3 Quartos à Venda, 200m²                           ;Rua Presbítero Porfírio Gomes da Silva, 1820;Capim Macio; Natal-RN                                                   ;         ; 000200,00; 0003,00;3  ;4,0;8;449000,0;7,0;0,035;2245,0
1292105496;Apartamento com 2 Quartos à Venda, 61m²                     ;Rua Engenheiro João Hélio Alves Rocha;Planalto; Natal-RN                                                   ;         ; 000061,00; 0002,00;1  ;2,0;1;140000,0;4,0;0,0655737705;2295,0819672131
1301025487;Apartamento com 4 Quartos à Venda, 400m²                    ;Avenida Marechal Floriano Peixoto, 366;Tirol; Natal-RN                                                   ; 2.200   ; 000400,00; 0004,00;4  ;5,0;4;2600000,0;9,0;0,0225;6500,0
1301435492;Cobertura com 4 Quartos à Venda, 320m²                      ;Avenida Nilo Peçanha, 300;Petrópolis; Natal-RN                                                   ; 1.910   ; 000320,00; 0004,00;4  ;4,0;2;1200000,0;8,0;0,025;3750,0
1301715483;Apartamento com 5 Quartos à Venda, 400m²                    ;Avenida Marechal Floriano Peixoto, 354;Tirol; Natal-RN                                                   ; 2.200   ; 000400,00; 0005,00;5  ;1,0;4;2200000,0;6,0;0,015;5500,0
1302845478;Casa de condomínio com 4 Quartos à Venda, 842m²             ;Rua Aguinaldo Gurgel Júnior;Candelária; Natal-RN                                                   ; 1.300   ; 000842,00; 0004,00;4  ;6,0;4;1150000,0;10,0;0,0118764846;1365,7957244656
1302925479;Apartamento com 3 Quartos à Venda, 80m²                     ;Rua Nélio Tavares, 2000;Morro Branco; Natal-RN                                                   ; 790     ; 000080,00; 0003,00;1  ;2,0;2;295000,0;5,0;0,0625;3687,5
1304265480;Casa de condomínio com 5 Quartos à Venda, 255m²             ;Avenida dos Caiapós, 2885;Pitimbu; Natal-RN                                                   ; 500     ; 000255,00; 0005,00;4  ;6,0;2;820000,0;11,0;0,0431372549;3215,6862745098
1308195475;Apartamento com 3 Quartos à Venda, 112m²                    ;Rua Desembargador Hemetério Fernandes;Tirol; Natal-RN                                                   ;         ; 000112,00; 0003,00;2  ;4,0;2;700000,0;7,0;0,0625;6250,0
1308215474;Apartamento com 3 Quartos à Venda, 119m²                    ;Rua Monsenhor Honório;Tirol; Natal-RN                                                   ;         ; 000119,00; 0003,00;3  ;4,0;2;670000,0;7,0;0,0588235294;5630,2521008403
1308255480;Apartamento com 3 Quartos à Venda, 130m²                    ;Rua Romualdo Galvão;Lagoa Nova; Natal-RN                                                   ; 1.100   ; 000130,00; 0003,00;2  ;3,0;2;670000,0;6,0;0,0461538462;5153,8461538462
1309455479;Apartamento com 3 Quartos à Venda, 117m²                    ;Rua Doutor Rômulo Jorge;Lagoa Nova; Natal-RN                                                   ; 480     ; 000117,00; 0003,00;2  ;4,0;2;680000,0;7,0;0,0598290598;5811,9658119658
1312525475;Cobertura com 3 Quartos à Venda, 200m²                      ;Avenida Amintas Barros, 3678;Nova Descoberta; Natal-RN                                                   ; 1.400   ; 000200,00; 0003,00;2  ;4,0;3;749000,0;7,0;0,035;3745,0
1321645479;Apartamento com 2 Quartos para Venda/Aluguel 56m²           ;Rua Beatriz Pinheiro, 1360;Barro Vermelho; Natal-RN                                                   ; 530     ; 000056,00; 0002,00;1  ;1,0;1;245000,0;3,0;0,0535714286;4375,0
1324425481;Apartamento com 2 Quartos à Venda, 56m²                     ;Rua Brisa do Mar;Ponta Negra; Natal-RN                                                   ; 490     ; 000056,00; 0002,00;1  ;2,0;1;210000,0;4,0;0,0714285714;3750,0
1330755479;Apartamento com 3 Quartos à Venda, 80m²                     ;Rua Nélio Tavares, 2000;Nova Descoberta; Natal-RN                                                   ; 790     ; 000080,00; 0003,00;1  ;2,0;2;295000,0;5,0;0,0625;3687,5
1331705480;Casa com 3 Quartos à Venda, 302m²                           ;Rua Coronel Costa Pinheiro;Tirol; Natal-RN                                                   ;         ; 000302,00; 0003,00;1  ;1,0;3;400000,0;4,0;0,0132450331;1324,5033112583
1332425478;Apartamento com 3 Quartos à Venda, 150m²                    ;Rua Doutor Luiz Felipe Câmara, 55;Lagoa Nova; Natal-RN                                                   ;         ; 000150,00; 0003,00;1  ;2,0;3;550000,0;5,0;0,0333333333;3666,6666666667
1332455480;Apartamento com 4 Quartos à Venda, 282m²                    ;Avenida Governador Sílvio Pedroza, 246;Areia Preta; Natal-RN                                                   ; 2.200   ; 000282,00; 0004,00;4  ;6,0;4;2700000,0;10,0;0,0354609929;9574,4680851064
1333085475;Apartamento com 3 Quartos à Venda/Aluguel 114m²             ;Avenida Lima e Silva, 1513;Lagoa Nova; Natal-RN                                                   ;         ; 000114,00; 0003,00;3  ;1,0;2;320000,0;4,0;0,0350877193;2807,0175438596
1338335473;Apartamento com 3 Quartos à Venda, 112m²                    ;Rua Desembargador Hemetério Fernandes, 1162;Tirol; Natal-RN                                                   ; 700     ; 000112,00; 0003,00;2  ;4,0;2;700000,0;7,0;0,0625;6250,0
1339405474;Apartamento com 3 Quartos à Venda, 169m²                    ;Avenida Nilo Peçanha, 263;Petrópolis; Natal-RN                                                   ;         ; 000169,00; 0003,00;3  ;3,0;2;549000,0;6,0;0,0355029586;3248,5207100592
1352995664;Apartamento com 4 Quartos à Venda, 235m²                    ;Rua Paulo Lira, 2183;Candelária; Natal-RN                                                   ; 1.500   ; 000235,00; 0004,00;3  ;5,0;3;849000,0;9,0;0,0382978723;3612,7659574468
1361575480;Edifício residencial com 3 Quartos à Venda, 104m²           ;Rua Jaguarari, 5250;Lagoa Nova; Natal-RN                                                   ;         ; 000104,00; 0003,00;3  ;1,0;2;340000,0;4,0;0,0384615385;3269,2307692308
1361975521;Apartamento com 3 Quartos à Venda, 170m²                    ;Avenida Nilo Peçanha, 301;Petrópolis; Natal-RN                                                   ; 1.000   ; 000170,00; 0003,00;3  ;5,0;2;530000,0;8,0;0,0470588235;3117,6470588235
1362055522;Apartamento com 4 Quartos à Venda, 282m²                    ;Avenida Governador Sílvio Pedroza, 246;Areia Preta; Natal-RN                                                   ; 2.200   ; 000282,00; 0004,00;4  ;6,0;4;2700000,0;10,0;0,0354609929;9574,4680851064
1363125473;Apartamento com 2 Quartos à Venda, 70m²                     ;Rua Professor Moura Rabelo, 1328;Candelária; Natal-RN                                                   ; 420     ; 000070,00; 0002,00;1  ;3,0;1;120000,0;5,0;0,0714285714;1714,2857142857
1363575476;Apartamento com 3 Quartos à Venda, 104m²                    ;Rua Trairi, 798;Petrópolis; Natal-RN                                                   ; 750     ; 000104,00; 0003,00;1  ;2,0;2;558000,0;5,0;0,0480769231;5365,3846153846
1364235479;Apartamento com 2 Quartos à Venda, 104m²                    ;Rua Doutor Poty Nóbrega;Lagoa Nova; Natal-RN                                                   ; 800     ; 000104,00; 0002,00;1  ;2,0;2;265000,0;4,0;0,0384615385;2548,0769230769
1367225498;Casa com 4 Quartos à Venda, 380m²                           ;Rua Vicente Mesquita, 862;Lagoa Nova; Natal-RN                                                   ;         ; 000380,00; 0004,00;3  ;5,0;4;600000,0;9,0;0,0236842105;1578,9473684211
1367265473;Apartamento com  Quarto à Venda, 45m²                       ;Rua Praia do Bessa, 2121;Ponta Negra; Natal-RN                                                   ; 400     ; 000045,00; 0001,00;   ;1,0;1;120000,0;2,0;0,0444444444;2666,6666666667
1367275489;Apartamento com 2 Quartos à Venda, 60m²                     ;Avenida Estrela do Mar, 2215;Ponta Negra; Natal-RN                                                   ; 439     ; 000060,00; 0002,00;1  ;2,0;1;190000,0;4,0;0,0666666667;3166,6666666667
1367315479;Flat com 2 Quartos à Venda, 52m²                            ;Rua das Conchas, 2149;Ponta Negra; Natal-RN                                                   ; 2.560   ; 000052,00; 0002,00;2  ;2,0;1;279000,0;4,0;0,0769230769;5365,3846153846
1367345474;Imóvel comercial    para Venda/Aluguel 542m²                ;Rua Doutor Manoel Augusto Bezerra de Araújo, 141;Ponta Negra; Natal-RN                                                   ; 1       ; 000542,00;;   ;;1;1200000,0;;;2214,0221402214
1367865473;Apartamento com 3 Quartos à Venda, 138m²                    ;Rua Doutor Ewerton Dantas Cortez, 1487;Tirol; Natal-RN                                                   ; 1.300   ; 000138,00; 0003,00;1  ;2,0;1;300000,0;5,0;0,0362318841;2173,9130434783
1377555550;Apartamento com 2 Quartos à Venda, 59m²                     ;Avenida Deputado Antônio Florêncio de Queiroz, 2995;Ponta Negra; Natal-RN                                                   ; 300     ; 000059,00; 0002,00;1  ;1,0;1;250000,0;3,0;0,0508474576;4237,2881355932
1386955475;Apartamento com 3 Quartos à Venda, 104m²                    ;Rua Doutor Francisco Leite de Carvalho;Lagoa Nova; Natal-RN                                                   ; 650     ; 000104,00; 0003,00;1  ;2,0;2;520000,0;5,0;0,0480769231;5000,0
1387815478;Apartamento com 4 Quartos à Venda, 130m²                    ;Rua José Aurino da Rocha;Lagoa Nova; Natal-RN                                                   ;         ; 000130,00; 0004,00;3  ;3,0;3;720000,0;7,0;0,0538461538;5538,4615384615
1391145475;Lote/Terreno    à Venda, 1020m²                             ;Rua Aristides Porpino Filho, s/n;Ponta Negra; Natal-RN                                                   ;         ; 001020,00;;   ;;;1050000,0;;;1029,4117647059
1391265481;Apartamento com 3 Quartos à Venda, 65m²                     ;Rua Prefeito Expedito Alves;Capim Macio; Natal-RN                                                   ; 120     ; 000065,00; 0003,00;1  ;2,0;1;113000,0;5,0;0,0769230769;1738,4615384615
1398675476;Apartamento com 2 Quartos à Venda, 55m²                     ;Rua Ministro Mirabeau da Cunha Melo, 1990;Candelária; Natal-RN                                                   ; 500     ; 000055,00; 0002,00;1  ;2,0;1;240000,0;4,0;0,0727272727;4363,6363636364
1401995481;Apartamento com 3 Quartos à Venda, 116m²                    ;Rua Jornalista Francisco Sinedino, 379;Lagoa Nova; Natal-RN                                                   ; 550     ; 000116,00; 0003,00;2  ;3,0;2;680000,0;6,0;0,0517241379;5862,0689655172
1402065481;Apartamento com 2 Quartos à Venda, 62m²                     ;Rua Monsenhor José Paulino;Tirol; Natal-RN                                                   ;         ; 000062,00; 0002,00;1  ;2,0;1;230000,0;4,0;0,064516129;3709,6774193548
1402175479;Casa com 3 Quartos à Venda, 900m²                           ;Rua Desembargador Adauto Maia;Lagoa Nova; Natal-RN                                                   ;         ; 000900,00; 0003,00;2  ;3,0;2;2000000,0;6,0;0,0066666667;2222,2222222222
1402955551;Apartamento com 2 Quartos à Venda, 55m²                     ;Rua Ministro Mirabeau da Cunha Melo, 1990;Candelária; Natal-RN                                                   ; 500     ; 000055,00; 0002,00;1  ;2,0;1;240000,0;4,0;0,0727272727;4363,6363636364
1403285474;Apartamento com 3 Quartos à Venda, 119m²                    ;Rua Morais Navarro, 55;Lagoa Nova; Natal-RN                                                   ; 480     ; 000119,00; 0003,00;2  ;3,0;1;650000,0;6,0;0,0504201681;5462,1848739496
1403355482;Apartamento com  Quarto à Venda/Aluguel 50m²                ;Rua Francisco Gurgel, 92;Ponta Negra; Natal-RN                                                   ; 900     ; 000050,00; 0001,00;   ;1,0;1;285000,0;2,0;0,04;5700,0
1404215482;Apartamento com 3 Quartos à Venda, 148m²                    ;Avenida Nilo Peçanha, 300;Petrópolis; Natal-RN                                                   ;         ; 000148,00; 0003,00;3  ;1,0;2;500000,0;4,0;0,027027027;3378,3783783784
1405575541;Apartamento com 2 Quartos à Venda/Aluguel 55m²              ;Avenida Engenheiro Roberto Freire, 4382;Ponta Negra; Natal-RN                                                   ;         ; 000055,00; 0002,00;1  ;2,0;1;400000,0;4,0;0,0727272727;7272,7272727273
1407595473;Casa com 2 Quartos à Venda, 75m²                            ;Rua Agrestina;Planalto; Natal-RN                                                   ;         ; 000075,00; 0002,00;1  ;2,0;;150000,0;4,0;0,0533333333;2000,0
1417405482;Apartamento com 2 Quartos à Venda, 54m²                     ;Avenida Lima e Silva, 1725;Lagoa Nova; Natal-RN                                                   ; 350     ; 000054,00; 0002,00;1  ;2,0;1;240000,0;4,0;0,0740740741;4444,4444444444
1417495474;Apartamento com 3 Quartos à Venda, 100m²                    ;Rua Agostinho Almeida, 1882;Lagoa Nova; Natal-RN                                                   ; 700     ; 000100,00; 0003,00;1  ;3,0;2;380000,0;6,0;0,06;3800,0
1417535480;Apartamento com 3 Quartos à Venda, 129m²                    ;Rua Capitão Dobico, 2464;Lagoa Nova; Natal-RN                                                   ; 1.200   ; 000129,00; 0003,00;3  ;5,0;2;680000,0;8,0;0,0620155039;5271,3178294574
1418405475;Apartamento com 3 Quartos à Venda, 108m²                    ;Rua Francisco Borges de Oliveira;Lagoa Nova; Natal-RN                                                   ; 480     ; 000108,00; 0003,00;2  ;3,0;2;580000,0;6,0;0,0555555556;5370,3703703704
1438785514;Apartamento com 3 Quartos à Venda, 94m²                     ;Rua Prefeito Sandoval Cavalcante de Albuquerque, 3629;Candelária; Natal-RN                                                   ; 350     ; 000094,00; 0003,00;1  ;2,0;;210000,0;5,0;0,0531914894;2234,0425531915
1439335477;Apartamento com 3 Quartos à Venda, 78m²                     ;Rua Desportista Francisco Gomes, 1660;Candelária; Natal-RN                                                   ; 600     ; 000078,00; 0003,00;1  ;2,0;1;220000,0;5,0;0,0641025641;2820,5128205128
1442215479;Apartamento com 3 Quartos à Venda, 67m²                     ;Rua Doutor Orlando de Azevedo, 1948;Capim Macio; Natal-RN                                                   ; 500     ; 000067,00; 0003,00;1  ;2,0;1;220000,0;5,0;0,0746268657;3283,5820895522
1443765488;Apartamento com 3 Quartos à Venda, 173m²                    ;Rua Doutor Ewerton Dantas Cortez, 1487;Tirol; Natal-RN                                                   ; 1.100   ; 000173,00; 0003,00;1  ;3,0;1;280000,0;6,0;0,0346820809;1618,4971098266
1444755477;Apartamento com 2 Quartos à Venda, 58m²                     ;Rua Poeta Jorge Fernandes, 1702;Ponta Negra; Natal-RN                                                   ; 579     ; 000058,00; 0002,00;1  ;2,0;1;325000,0;4,0;0,0689655172;5603,4482758621
1444905480;Apartamento com 2 Quartos à Venda, 44m²                     ;Avenida Doutor João Medeiros Filho;Pajuçara; Natal-RN                                                   ; 230     ; 000044,00; 0002,00;1  ;2,0;1;143000,0;4,0;0,0909090909;3250,0
1449385477;Apartamento com 3 Quartos à Venda, 82m²                     ;Rua Cícero Pinto;Lagoa Nova; Natal-RN                                                   ; 360     ; 000082,00; 0003,00;1  ;2,0;2;190000,0;5,0;0,0609756098;2317,0731707317
1450375481;Apartamento com 2 Quartos à Venda, 60m²                     ;Rua Amazonas;Neópolis; Natal-RN                                                   ;         ; 000060,00; 0002,00;   ;1,0;3;120000,0;3,0;0,05;2000,0
1450515479;Apartamento com 2 Quartos à Venda, 110m²                    ;Avenida Prudente de Morais;Tirol; Natal-RN                                                   ; 200     ; 000110,00; 0002,00;1  ;2,0;2;145000,0;4,0;0,0363636364;1318,1818181818
1455175482;Apartamento com 2 Quartos à Venda, 51m²                     ;Rua Engenheiro João Hélio Alves Rocha;Planalto; Natal-RN                                                   ;         ; 000051,00; 0002,00;   ;2,0;;120000,0;4,0;0,0784313725;2352,9411764706
1456345501;Apartamento com 3 Quartos à Venda, 98m²                     ;Rua Abraham Tahim, 1464;Capim Macio; Natal-RN                                                   ; 470     ; 000098,00; 0003,00;1  ;1,0;2;395000,0;4,0;0,0408163265;4030,612244898
1456345503;Apartamento com 3 Quartos à Venda, 108m²                    ;Avenida Nascimento de Castro;Lagoa Nova; Natal-RN                                                   ;         ; 000108,00; 0003,00;2  ;1,0;2;478000,0;4,0;0,037037037;4425,9259259259
1456345504;Apartamento com 2 Quartos à Venda, 60m²                     ;Rua do Golfinho, 350;Ponta Negra; Natal-RN                                                   ; 310     ; 000060,00; 0002,00;1  ;1,0;1;226000,0;3,0;0,05;3766,6666666667
1456345511;Apartamento com 2 Quartos à Venda, 55m²                     ;Avenida dos Caiapós, 3005;Pitimbu; Natal-RN                                                   ; 230     ; 000055,00; 0002,00;   ;1,0;1;115000,0;3,0;0,0545454545;2090,9090909091
1456365519;Casa com 3 Quartos à Venda, 217m²                           ;Rua do Melro, 8032;Cidade Satelite; Natal-RN                                                   ;         ; 000217,00; 0003,00;2  ;1,0;2;280000,0;4,0;0,0184331797;1290,3225806452
1456365521;Apartamento com 2 Quartos à Venda, 55m²                     ;Rua do Golfinho, 350;Ponta Negra; Natal-RN                                                   ; 310     ; 000055,00; 0002,00;1  ;1,0;1;261849,0;3,0;0,0545454545;4760,8909090909
1456445533;Casa com 3 Quartos à Venda, 231m²                           ;Rua Serra da Saudade, 8106;Cidade Satelite; Natal-RN                                                   ;         ; 000231,00; 0003,00;2  ;1,0;3;335000,0;4,0;0,0173160173;1450,2164502165
1456445539;Apartamento com 3 Quartos à Venda, 108m²                    ;Avenida Nascimento de Castro;Lagoa Nova; Natal-RN                                                   ;         ; 000108,00; 0003,00;2  ;1,0;2;514800,0;4,0;0,037037037;4766,6666666667
1456485488;Apartamento com 2 Quartos à Venda, 60m²                     ;Avenida Amintas Barros, 1201;Lagoa Nova; Natal-RN                                                   ; 440     ; 000060,00; 0002,00;1  ;1,0;1;207480,0;3,0;0,05;3458,0
1456485490;Apartamento com 2 Quartos à Venda, 64m²                     ;Rua Mestre Mansueto Lacerda;PARNAMIRIM; Natal-RN                                                   ;         ; 000064,00; 0002,00;1  ;1,0;1;195000,0;3,0;0,046875;3046,875
1456505524;Casa com 4 Quartos à Venda, 240m²                           ;Rua Manoel Ferreira Filho;Cidade da Esperança; Natal-RN                                                   ;         ; 000240,00; 0004,00;2  ;2,0;4;370000,0;6,0;0,025;1541,6666666667
1456505530;Apartamento com 3 Quartos à Venda, 123m²                    ;Rua dos Potiguares, 1999;Lagoa Nova; Natal-RN                                                   ; 700     ; 000123,00; 0003,00;3  ;1,0;2;695000,0;4,0;0,0325203252;5650,406504065
1456525487;Casa com 3 Quartos à Venda, 200m²                           ;Rua Abraham Tahim, 1984;Capim Macio; Natal-RN                                                   ;         ; 000200,00; 0003,00;2  ;1,0;5;460000,0;4,0;0,02;2300,0
1456525488;Apartamento com 2 Quartos à Venda, 72m²                     ;Rua Poços de Caldas, 215;PARNAMIRIM; Natal-RN                                                   ; 440     ; 000072,00; 0002,00;1  ;1,0;1;240000,0;3,0;0,0416666667;3333,3333333333
